OTUID,taxonomicClassificationOrig,Domain,Supergroup,Division/Kingdom,Phylum/Class,Level_X,Level_XX,Level_XXX,Level_XXXX,Level_XXXXX,genus_species
Otu163,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Galactomyces;Galactomyces (genus);Unknown Galactomyces (genus) species 1,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Galactomyces,NA,NA,NA
Otu234,Main genome;Eukaryota;Opisthokonta;Fungi,Eukaryota,Opisthokonta,Fungi,NA,NA,NA,NA,NA,NA,NA
Otu606,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,NA,NA,NA,NA
Otu240,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA,NA,NA,NA
Otu98,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,NA,NA,NA,NA
Otu217,Main genome;Eukaryota;Opisthokonta;Fungi,Eukaryota,Opisthokonta,Fungi,NA,NA,NA,NA,NA,NA,NA
Otu28,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Pseudostylochus;Pseudostylochus (genus);Unknown Pseudostylochus (genus) species 1,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Polycladida,Pseudostylochus,NA,NA,NA
Otu314,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Tisbe;Tisbe (genus);Unknown Tisbe (genus) species 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Tisbe,NA,NA,NA
Otu49,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Hiatella;Hiatella (genus);arctica (Hiatella (genus)),Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Heteroconchia,Hiatella,NA,NA,NA
Otu23,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Thoralus;Unknown Thoralus genus 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Thoralus,NA,NA,NA
Otu63,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida,Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,NA,NA,NA,NA
Otu37,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium (genus),Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,NA,NA,NA
Otu659,Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae (class);X (Embryophyceae (class));Embryophyceae (X (Embryophyceae (class)));XX (Embryophyceae (X (Embryophyceae (class)))),Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,NA,NA,NA,NA,NA,NA
Otu728,Main genome;Eukaryota;Rhizaria;Foraminifera;Monothalamids;Monothalamids (class);X (Monothalamids (class));Monothalamids (X (Monothalamids (class)));XX (Monothalamids (X (Monothalamids (class))));Astrorhiza;Astrorhiza (strain);limicola (Astrorhiza (strain)),Eukaryota,Rhizaria,Foraminifera,Monothalamids,Astrorhiza,NA,NA,NA,NA,NA
Otu972,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Thalassiosira;Thalassiosira (species),Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,Thalassiosira,NA,NA,NA,NA
Otu573,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Sarcocystidae;Sarcocystis4;Unknown Sarcocystis4 genus 1,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Sarcocystidae,Sarcocystis4,NA,NA,NA
Otu985,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda,Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,NA,NA,NA,NA,NA
Otu714,Main genome;Eukaryota;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Unknown Rotaliida order 4,Eukaryota,Rhizaria,Foraminifera,Globothalamea,Rotaliida,NA,NA,NA,NA,NA
Otu828,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,NA,NA,NA,NA,NA
Otu829,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu981,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;TAGIRI1-lineage;TAGIRI1-lineage (family);X (TAGIRI1-lineage (family));TAGIRI1-lineage (X (TAGIRI1-lineage (family)));X (TAGIRI1-lineage (X (TAGIRI1-lineage (family))));sp. (X (TAGIRI1-lineage (X (TAGIRI1-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,NA,NA,NA,NA
Otu486,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea (class);X (Gregarinomorphea (class));Unknown X (Gregarinomorphea (class)) family 1,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,NA,NA,NA,NA,NA,NA
Otu983,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales (order);X (Chlorellales (order)),Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,NA,NA,NA,NA,NA
Otu715,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);X (Cnidaria (class));Hydrozoa,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Hydrozoa,NA,NA,NA,NA,NA
Otu822,Main genome;Eukaryota;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Cassidulinidae;Unknown Cassidulinidae family 1,Eukaryota,Rhizaria,Foraminifera,Globothalamea,Rotaliida,Cassidulinidae,NA,NA,NA,NA
Otu823,Main genome;Eukaryota;Amoebozoa;Breviatea;Breviatea (phylum);X (Breviatea (phylum));Breviatea (X (Breviatea (phylum)));XX (Breviatea (X (Breviatea (phylum))));Subulatomonas-lineage;Subulatomonas-lineage (species);X (Subulatomonas-lineage (species));Subulatomonas-lineage (X (Subulatomonas-lineage (species)));X (Subulatomonas-lineage (X (Subulatomonas-lineage (species))));sp. (X (Subulatomonas-lineage (X (Subulatomonas-lineage (species))))),Eukaryota,Amoebozoa,Breviatea,Subulatomonas-lineage,NA,NA,NA,NA,NA,NA
Otu820,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));XX (Bryozoa (X (Bryozoa (class))));Flustra;Flustra (strain);foliacea (Flustra (strain)),Eukaryota,Opisthokonta,Metazoa,Bryozoa,Flustra,NA,NA,NA,NA,NA
Otu487,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11 (family);X (Dino-Group-II-Clade-10-and-11 (family));Dino-Group-II-Clade-10-and-11 (X (Dino-Group-II-Clade-10-and-11 (family)));X (Dino-Group-II-Clade-10-and-11 (X (Dino-Group-II-Clade-10-and-11 (family))));sp. (X (Dino-Group-II-Clade-10-and-11 (X (Dino-Group-II-Clade-10-and-11 (family))))),Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,NA,NA,NA,NA
Otu826,Main genome;Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha (class);X (Gastrotricha (class));Gastrotricha (X (Gastrotricha (class)));XX (Gastrotricha (X (Gastrotricha (class))));Chaetonotus;Chaetonotus (strain);sp. (Chaetonotus (strain)),Eukaryota,Opisthokonta,Metazoa,Gastrotricha,Chaetonotus,NA,NA,NA,NA,NA
Otu716,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Unknown Phagomyxidae family 4,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Phagomyxida,Phagomyxidae,NA,NA,NA,NA
Otu825,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu488,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Corallinales;Corallinales (order);X (Corallinales (order));Lithothamnion;Unknown Lithothamnion species 1,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Corallinales,Lithothamnion,NA,NA,NA,NA
Otu717,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,NA,NA,NA,NA
Otu489,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Unknown Eugregarinorida order 5,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,NA,NA,NA,NA,NA
Otu710,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida (order);X (Eugregarinorida (order));Eugregarinorida (X (Eugregarinorida (order)));XX (Eugregarinorida (X (Eugregarinorida (order))));Eugregarinorida (XX (Eugregarinorida (X (Eugregarinorida (order)))));XX (Eugregarinorida (XX (Eugregarinorida (X (Eugregarinorida (order))))));sp. (XX (Eugregarinorida (XX (Eugregarinorida (X (Eugregarinorida (order))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,NA,NA,NA,NA,NA
Otu711,Main genome;Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B (class);X (RAD-B (class));Unknown X (RAD-B (class)) family 1,Eukaryota,Rhizaria,Radiolaria,RAD-B,NA,NA,NA,NA,NA,NA
Otu954,Main genome;Eukaryota;Opisthokonta;Metazoa,Eukaryota,Opisthokonta,Metazoa,NA,NA,NA,NA,NA,NA,NA
Otu722,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Uradiphoridae;Uradiphoridae (family);X (Uradiphoridae (family));Uradiphoridae (X (Uradiphoridae (family)));X (Uradiphoridae (X (Uradiphoridae (family))));sp. (X (Uradiphoridae (X (Uradiphoridae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Uradiphoridae,NA,NA,NA,NA
Otu712,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Phaeophyceae (class);X (Phaeophyceae (class));Phaeophyceae (X (Phaeophyceae (class)));XX (Phaeophyceae (X (Phaeophyceae (class)))),Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,NA,NA,NA,NA,NA,NA
Otu725,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class)))),Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu713,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Pirsonia;Clade;Pirsonia (Clade);Clade (Pirsonia (Clade));X (Clade (Pirsonia (Clade)));Pirsonia (X (Clade (Pirsonia (Clade))));Clade (Pirsonia (X (Clade (Pirsonia (Clade)))));XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))));Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade)))))));Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))))));XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade)))))))));Pirsonia (XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))))))));Clade (Pirsonia (XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade)))))))))));XXX (Clade (Pirsonia (XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))))))))));sp. (XXX (Clade (Pirsonia (XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))))))))))),Eukaryota,Stramenopiles,Pseudofungi,Pirsonia,Clade,NA,NA,NA,NA,NA
Otu964,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Appendicularia,Eukaryota,Opisthokonta,Metazoa,Urochordata,Appendicularia,NA,NA,NA,NA,NA
Otu510,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu876,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Unknown Phagomyxidae family 7,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Phagomyxida,Phagomyxidae,NA,NA,NA,NA
Otu727,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Sabatieria;Sabatieria (species);sp. (Sabatieria (species)),Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Sabatieria,NA,NA,NA,NA
Otu726,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales (order);X (Chlorellales (order)),Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,NA,NA,NA,NA,NA
Otu766,Main genome;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Salpingoecidae;Group (Salpingoecidae);C2;Salpingoecidae (C2);Group (Salpingoecidae (C2));C2 (Group (Salpingoecidae (C2)));X (C2 (Group (Salpingoecidae (C2))));Salpingoecidae (X (C2 (Group (Salpingoecidae (C2)))));Group (Salpingoecidae (X (C2 (Group (Salpingoecidae (C2))))));C2 (Group (Salpingoecidae (X (C2 (Group (Salpingoecidae (C2)))))));X (C2 (Group (Salpingoecidae (X (C2 (Group (Salpingoecidae (C2))))))));sp. (X (C2 (Group (Salpingoecidae (X (C2 (Group (Salpingoecidae (C2))))))))),Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,Salpingoecidae,C2,NA,NA,NA
Otu955,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu1042,Main genome;Eukaryota;Rhizaria;Cercozoa,Eukaryota,Rhizaria,Cercozoa,NA,NA,NA,NA,NA,NA,NA
Otu1040,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudinidae (family);X (Lecudinidae (family));Lecudinidae (X (Lecudinidae (family)));X (Lecudinidae (X (Lecudinidae (family))));sp. (X (Lecudinidae (X (Lecudinidae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,NA,NA,NA,NA
Otu1041,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Phagomyxa;Phagomyxa (genus);Unknown Phagomyxa (genus) species 1,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Phagomyxida,Phagomyxidae,Phagomyxa,NA,NA,NA
Otu1046,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Chaetoceros;Unknown Chaetoceros species 2,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,Chaetoceros,NA,NA,NA,NA
Otu1047,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));XX (Bryozoa (X (Bryozoa (class))));Scruparia;Scruparia (strain);chelata,Eukaryota,Opisthokonta,Metazoa,Bryozoa,Scruparia,chelata,NA,NA,NA,Scruparia_chelata
Otu1044,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;Oblongichytrium;Oblongichytrium (genus);Unknown Oblongichytrium (genus) species 2,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Oblongichytrida,Oblongichytridiaceae,Oblongichytrium,NA,NA,NA
Otu1045,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Caenogastropoda;Clypeomorus;Clypeomorus (genus);Unknown Clypeomorus (genus) species 1,Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,Caenogastropoda,Clypeomorus,NA,NA,NA
Otu523,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Ceramium;Ceramium (genus);Unknown Ceramium (genus) species 1,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,NA,NA,NA
Otu521,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia,Sessilida,NA,NA,NA,NA
Otu527,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Vaginicolidae;Vaginicolidae (family);X (Vaginicolidae (family));Vaginicolidae (X (Vaginicolidae (family)));X (Vaginicolidae (X (Vaginicolidae (family))));sp. (X (Vaginicolidae (X (Vaginicolidae (family))))),Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia,Vaginicolidae,NA,NA,NA,NA
Otu526,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Capitulatinoe;Capitulatinoe (strain);sp. (Capitulatinoe (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Capitulatinoe,NA,NA,NA,NA,NA
Otu318,Main genome;Eukaryota;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Unknown Rotaliida order 2,Eukaryota,Rhizaria,Foraminifera,Globothalamea,Rotaliida,NA,NA,NA,NA,NA
Otu310,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Marosporida;Rhytidocystidae;Rhytidocystidae (family);X (Rhytidocystidae (family));Rhytidocystidae (X (Rhytidocystidae (family)));X (Rhytidocystidae (X (Rhytidocystidae (family))));sp. (X (Rhytidocystidae (X (Rhytidocystidae (family))))),Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Marosporida,Rhytidocystidae,NA,NA,NA,NA
Otu311,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Ostracoda (family);X (Ostracoda (family));Ostracoda (X (Ostracoda (family)));X (Ostracoda (X (Ostracoda (family))));sp. (X (Ostracoda (X (Ostracoda (family))))),Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA
Otu312,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Ostreoida;Crassostrea;Crassostrea (genus);gigas (Crassostrea (genus)),Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Ostreoida,Crassostrea,NA,NA,NA
Otu313,Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Porifera (class);X (Porifera (class));Calcarea,Eukaryota,Opisthokonta,Metazoa,Porifera,Calcarea,NA,NA,NA,NA,NA
Otu315,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));Unknown Bryozoa (X (Bryozoa (class))) genus 1,Eukaryota,Opisthokonta,Metazoa,Bryozoa,NA,NA,NA,NA,NA,NA
Otu316,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,NA,NA,NA,NA
Otu317,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Radial-centric-basal-Coscinodiscophyceae,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Radial-centric-basal-Coscinodiscophyceae,NA,NA,NA,NA,NA
Otu610,Main genome;Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa (phylum);X (Centroheliozoa (phylum));Centroheliozoa (X (Centroheliozoa (phylum)));XX (Centroheliozoa (X (Centroheliozoa (phylum))));Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum)))));XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum))))));Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum)))))));XXXX (Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum))))))));Centroheliozoa (XXXX (Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum)))))))));XXXX (Centroheliozoa (XXXX (Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum))))))))));sp. (XXXX (Centroheliozoa (XXXX (Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum))))))))))),Eukaryota,Hacrobia,Centroheliozoa,NA,NA,NA,NA,NA,NA,NA
Otu417,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium (genus);Unknown Margalefidinium (genus) species 1,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,NA,NA,NA
Otu416,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Parvicardium;Parvicardium (genus);exiguum (Parvicardium (genus)),Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Heteroconchia,Parvicardium,NA,NA,NA
Otu414,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,NA,NA,NA,NA,NA
Otu413,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea (order);X (Enoplea (order));Halalaimus;Unknown Halalaimus species 1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Halalaimus,NA,NA,NA,NA
Otu411,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu794,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,NA,NA,NA,NA,NA,NA
Otu797,Main genome;Eukaryota;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Unknown Rotaliida order 5,Eukaryota,Rhizaria,Foraminifera,Globothalamea,Rotaliida,NA,NA,NA,NA,NA
Otu790,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae;Unknown Labyrinthulaceae family 1,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulida,Labyrinthulaceae,NA,NA,NA,NA
Otu419,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia,NA,NA,NA,NA,NA
Otu418,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycotina (order);X (Chytridiomycotina (order));Chytridiomycotina (X (Chytridiomycotina (order)));XX (Chytridiomycotina (X (Chytridiomycotina (order))));Chytridiomycotina (XX (Chytridiomycotina (X (Chytridiomycotina (order)))));XX (Chytridiomycotina (XX (Chytridiomycotina (X (Chytridiomycotina (order))))));sp. (XX (Chytridiomycotina (XX (Chytridiomycotina (X (Chytridiomycotina (order))))))),Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,NA,NA,NA,NA,NA
Otu1037,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Raphid-pennate (genus);X (Raphid-pennate (genus));Raphid-pennate (X (Raphid-pennate (genus)));X (Raphid-pennate (X (Raphid-pennate (genus))));sp. (X (Raphid-pennate (X (Raphid-pennate (genus))))),Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,NA,NA,NA,NA,NA
Otu1036,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia;Philasterida;Philasterides;Philasterides (genus);armatalis,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia,Philasterida,Philasterides,armatalis,NA,Philasterides_armatalis
Otu1035,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiomycetes (family);X (Chytridiomycetes (family));Chytridiomycetes (X (Chytridiomycetes (family)));X (Chytridiomycetes (X (Chytridiomycetes (family))));sp. (X (Chytridiomycetes (X (Chytridiomycetes (family))))),Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,NA,NA,NA,NA
Otu1034,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Novafabricia;Novafabricia (strain);labrus,Eukaryota,Opisthokonta,Metazoa,Annelida,Novafabricia,labrus,NA,NA,NA,Novafabricia_labrus
Otu1033,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA,NA,NA,NA
Otu1032,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae (class);X (Chrysophyceae (class));Chrysophyceae (X (Chrysophyceae (class)));Clade-C,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Clade-C,NA,NA,NA,NA,NA
Otu1031,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Rhodymeniales;Rhodymeniales (order);X (Rhodymeniales (order));Unknown X (Rhodymeniales (order)) genus 1,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Rhodymeniales,NA,NA,NA,NA,NA
