ASV_number:amplicon,ARMS_Gdynia_GDY1_20190619_20191029_MF100_r1,ARMS_Gdynia_GDY1_20190619_20191029_SF38_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_DMSO_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_ETOH_r1,ARMS_Bodo_GStraB_20190621_20201207_MF100_r1,ARMS_Bodo_GStraB_20190621_20201207_MF500_r1,ARMS_Bodo_GStraM_20190621_20201207_MF100_r1,ARMS_Bodo_GStraM_20190621_20201207_MF500_r1,ARMS_Bodo_GStraM_20190621_20201207_SF50_A_r1,ARMS_Bodo_GStraB_20190621_20201207_SF50_A_r1,ARMS_Vigo_TorallaC_20190625_20191014_SF40_r1,ARMS_Limfjord_Green33_20191029_20201110_MF100_r1,ARMS_Limfjord_Green33_20191029_20201110_MF500_r1,ARMS_Limfjord_Green33_20191029_20201110_SF40_r1,ARMS_Limfjord_Red2_20191029_20201110_MF100_r1,ARMS_Limfjord_Red2_20191029_20201110_MF500_r1,ARMS_Limfjord_Red2_20191029_20201110_SF40_r1,Classification,TAXON:NCBI_TAX_ID
ASV_205:d42cf9850c554b8bd8bf2f4af437e8cdc368bc7b,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Aequoreidae;Aequorea;Aequorea macrodactyla,Aequorea macrodactyla:147615
ASV_251:9ffe9b0fc91331254ae4599bc49f7ace31d3f3c0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Urocaridella;Urocaridella pulchella,Urocaridella pulchella:1428692
ASV_959:5124767bb818184d2e9694009c5aedfcdde6f713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Petrosia;Petrosia ficiformis,Petrosia ficiformis:68564
ASV_29:01da636498190abe3e25614d5ac119a468b879f5,0,0,0,0,0,0,0,0,0,0,0,134,2903,0,1518,3178,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitana;Gitana sarsi,Gitana sarsi:1732149
ASV_921:22009a056deb55a91f92ef229ba166bafe99bf70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Porifera;Demospongiae;Tetractinellida;Phymaraphiniidae;Exsuperantia;Exsuperantia archipelagus,Exsuperantia archipelagus:2587235
ASV_5:8a6aaec2f0803106613df91ee79911ada3f9cfb4,0,0,0,0,0,0,0,0,0,0,0,538,2228,698,2747,2910,2254,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia longissima,Obelia longissima:32570
ASV_10:681b5b6b78e7b293e4d1232bd6a7d337a7e50c0e,0,0,0,0,0,0,0,0,0,0,0,129,1366,0,297,2342,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae;Jassa;Jassa marmorata,Jassa marmorata:385027
ASV_38:8af3ebccad9f8c542e2f9c45cc6e62b2a832494b,0,0,0,0,0,0,0,0,0,0,0,180,10,115,906,859,144,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Syllidia;Syllidia armata,Syllidia armata:378361
ASV_490:4f6528f7e0a4d625b6ed21309b2e479ee6a7b2f3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema glaciale,Benthosema glaciale:125796
ASV_1210:32e421c101a3739928cbaf808688cc8156da13f4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Actiniaria;Actiniidae;Actinia;Actinia equina,Actinia equina:6106
ASV_1:5cecc4911d89513fd2b93d96db5bc6143e1937f0,0,0,0,0,1,0,314,225,1237,1,0,37,11,4986,23,1,3217,Eukaryota;Porifera;Demospongiae;Dendroceratida;Halisarcidae;Halisarca;Halisarca dujardini,Halisarca dujardini:2583056
ASV_2:89fd24de661f80254b12d6718f2c5a727c1336ae,1,0,0,0,3,127,10,126,691,7292,5946,0,0,0,0,0,0,Eukaryota;Nematoda;Chromadorea;Rhabditida;Heterakidae;Heterakis;Heterakis dispar,Heterakis dispar:596441
ASV_3:72d1fc8a17a593b983e3ded9f20202fb953ce374,1,0,0,0,1323,745,1442,3502,5,1,0,21,12,0,7,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Lithodesmium;Lithodesmium variabile,Lithodesmium variabile:1514138
ASV_4:679c4ef60ce31ee2c619ba2f48d7fe8d699bd390,4,0,0,1,1099,2839,1648,3113,55,12,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Echinoidea;Echinoida;Strongylocentrotidae;Strongylocentrotus;Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis:7671
ASV_6:e1025484213fa24992c9f8301ed64d0ef8c6c71b,0,0,0,0,1021,2408,1065,815,7,12,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gobiusculus;Gobiusculus flavescens,Gobiusculus flavescens:257540
ASV_7:41b40d6f34259622528215a4dd28a0739356a0dc,0,0,0,0,0,0,0,0,0,0,7382,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Balanidae;Perforatus;Perforatus perforatus,Perforatus perforatus:1562161
ASV_8:7bb9a2005c9cb37888b0847a0e9636e34c1de988,2253,2796,0,0,1,0,0,0,2,4,0,0,1,0,0,1,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula ramosissima,Navicula ramosissima:265559
ASV_9:ca53f8b2a4b557904d2cfdd681623b0c2c5a753f,0,0,0,0,1887,2942,31,732,78,699,0,0,0,158,0,0,132,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Psamathe;Psamathe fusca,Psamathe fusca:378372
ASV_11:bb47af86dfe4e92af58fe8f3de1eaadf8b505075,0,0,0,0,0,0,0,0,0,0,0,18,0,2175,84,11,5755,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Electridae;Conopeum;Conopeum reticulum,Conopeum reticulum:450190
ASV_12:5be2c74174a7898b3122cd62773d2849c6361550,1401,2282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Acrochaetiales;Acrochaetiaceae;Acrochaetium;Acrochaetium catenulatum,Acrochaetium catenulatum:1403456
ASV_13:174e6f534b487d9efb982c290a755f48b8bbb04f,0,0,0,0,50,1,2221,2,614,386,0,3,0,1,0,0,0,Eukaryota;Annelida;Polychaeta;Capitellida;Arenicolidae;Arenicola;Arenicola marina,Arenicola marina:6344
ASV_14:466f304488f37975f504849b54e17b7cbd4d2f52,0,0,0,0,1,0,1768,1155,282,1,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Actiniaria;Metridiidae;Metridium;Metridium senile,Metridium senile:6116
ASV_15:1a2c69efdb2a84dc57913fd3643c7c58b3ff8fbf,0,0,0,0,0,0,0,1,0,0,0,0,1708,0,590,1665,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Caprella mutica,Caprella mutica:380747
ASV_16:7f2abcb6347ba29172c0149589cf05521472410c,0,0,0,0,0,0,0,0,0,0,0,961,0,1,2588,1875,8,Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Neotibicen;Neotibicen pruinosus,Neotibicen pruinosus:1699734
ASV_17:e6a634526c31e5dc2315f278cbea2cc3bcb7a9ee,0,0,0,0,0,0,0,0,0,0,0,1900,2,8,1388,6,16,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Amphiascopsis;Amphiascopsis cinctus,Amphiascopsis cinctus:2172669
ASV_18:770b619bd740e8f5c6f55b4fef999e92789aa485,0,0,0,0,54,613,80,3298,328,628,111,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe impar,Harmothoe impar:46595
ASV_19:688d5e22286ab575831dfbbf494c633e58aa3e6e,195,4459,0,1,2,0,0,0,0,0,0,0,0,1,4,0,16,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Balanidae;Amphibalanus;Amphibalanus improvisus,Amphibalanus improvisus:1220549
ASV_20:b0a54c1ec2dfd065b19684c1c8842a8a8a2866bb,0,0,0,0,0,0,0,0,0,0,0,1265,1300,0,32,0,0,Eukaryota;Mollusca;Gastropoda;Planorbidae;Planorbidae;Planorbis;Planorbis carinatus,Planorbis carinatus:446412
ASV_21:a16e2db071f99ed5fadde779d5cc9ca4d8943399,0,0,0,0,417,0,299,0,8,10,0,1687,0,0,1038,0,1,Eukaryota;Arthropoda;Insecta;Hymenoptera;Tenthredinidae;Allantus;Allantus luctifer,Allantus luctifer:621237
ASV_22:16c473a37914586edcb17e46b9b0b31cf77735f4,0,0,0,0,0,0,4,5,12,23,0,8,0,516,18,4,1905,Eukaryota;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria panicea,Halichondria panicea:6063
ASV_23:ecbcc3bd709776326a720729ad74c020c160aa3a,17,7,0,0,1,5,2,7,1,0,0,586,219,525,207,10,535,Eukaryota;Jakobida;Jakobida;Jakobida;Seculamonas;Seculamonas;Seculamonas ecuadoriensis,Seculamonas ecuadoriensis:221724
ASV_24:d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1,2,0,0,0,72,280,191,1573,53,36,101,1,0,0,0,0,0,Eukaryota;Chlorophyta;Pycnococcaceae;Pycnococcaceae;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Pycnococcus provasolii:41880
ASV_25:d119862dcbac6a6a53283738152af029d83b4aed,0,0,0,0,0,0,0,0,0,0,0,133,391,2001,36,77,62,Eukaryota;Echinodermata;Echinoidea;Echinoida;Echinidae;Psammechinus;Psammechinus miliaris,Psammechinus miliaris:7660
ASV_26:cec07e8b417413811c31952b81c61d1e1bae7243,0,0,0,0,1,3411,0,30,117,79,0,0,0,0,1,0,6,Eukaryota;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Eulalia;Eulalia viridis,Eulalia viridis:251455
ASV_27:7d4ca587f65a6666650b9afad458ebe2092fad1f,0,0,0,0,1192,0,667,5,256,107,0,199,0,0,55,0,1,Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Tokunagaia;Tokunagaia parexcellens,Tokunagaia parexcellens:2578648
ASV_28:7280c662d3e859599628a69c4722308b8c931e80,0,0,0,0,4,0,87,23,1555,155,0,0,0,5,0,0,2,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Cladosiphon;Cladosiphon zosterae,Cladosiphon zosterae:1535353
ASV_30:917033f7291becaada824bf8b75cf490dc83ee4e,0,0,0,0,0,0,0,0,0,0,0,161,1696,0,254,78,2,Eukaryota;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Thoralus;Thoralus cranchii,Thoralus cranchii:576236
ASV_31:68b34074bab08ab3a46ef7ec554a933b2b43d9bd,0,0,0,0,0,0,0,0,0,0,75,0,0,0,85,144,1208,Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa,Apolemia rubriversa:1390100
ASV_32:637f21f8c44c9d505b2c56be51f829d90346ee31,0,0,0,0,36,1,42,9,404,974,609,0,0,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Phlebobranchia;Cionidae;Ciona;Ciona intestinalis,Ciona intestinalis:7719
ASV_33:2b62f1ff38ad84b49a194849b030582bc7b43b66,513,290,0,0,0,0,0,0,0,0,0,258,89,499,81,3,638,Eukaryota;Streptophyta;Zygnemophyceae;Desmidiales;Gonatozygaceae;Gonatozygon;Gonatozygon brebissonii,Gonatozygon brebissonii:184482
ASV_34:f512ed778b3ab1dd718a9d6ebff540122d291387,0,0,0,0,5,2,810,1,879,29,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Hapalidiales;Hapalidiaceae;Phymatolithon;Phymatolithon lenormandii,Phymatolithon lenormandii:48604
ASV_35:3f52f35119be660290ad8c94cdbd98ff3967e0ec,1473,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;Sellaphora lanceolata,Sellaphora lanceolata:433413
ASV_36:67d92087f206982581b89ac465baf8f779eb1912,1,0,0,0,9,2,62,42,1565,721,0,0,0,0,0,0,1,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Scytosiphonaceae;Petalonia;Petalonia filiformis,Petalonia filiformis:1240993
ASV_39:27aac5f0a210f7fbb569bc3a86325bc2ff28529d,1366,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Cacama;Cacama moorei,Cacama moorei:1699689
ASV_40:88bdf60d235f45fed07af9c8de8b5b2c539cdd1b,0,0,0,0,0,0,0,0,12,0,419,68,355,113,126,1071,365,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia gregaria,Clytia gregaria:27801
ASV_41:894b903069131e5951fef671b20af25efadd3918,0,0,0,0,0,0,0,0,886,600,0,0,0,66,1,5,104,Eukaryota;Annelida;Polychaeta;Sabellida;Serpulidae;Pomatoceros;Pomatoceros triqueter,Pomatoceros triqueter:1928863
ASV_42:108ed13d2625bc019db229e6b98b40b8d17f73f8,0,0,0,0,0,0,4,29,0,1195,0,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Velutinidae;Velutina;Velutina velutina,Velutina velutina:1676593
ASV_43:096a556aaec0b91002830fc65a5c8e2aacd689fd,1003,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Berkeleyaceae;Berkeleya;Berkeleya fennica,Berkeleya fennica:1577906
ASV_44:80c1d1ebd2c50ce2a24a1e0771a84a6ed3b52d79,0,0,0,0,0,0,0,0,0,0,0,632,800,638,58,14,2,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gobius;Gobius niger,Gobius niger:85417
ASV_45:45d3648f316acfe80b4750cca1592d6383a91ab3,0,0,0,0,0,0,0,0,0,0,0,168,0,0,1015,17,9,Eukaryota;Arthropoda;Hexanauplia;Cyclopoida;Cyclopettidae;Paracyclopina;Paracyclopina nana,Paracyclopina nana:565004
ASV_46:7d7274d244e973d5489fbdd267fd4f230523e018,0,0,0,0,0,0,0,0,0,0,0,0,0,672,2,0,213,Eukaryota;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria panicea,Halichondria panicea:6063
ASV_47:91bbdc80ad5770d03149ce084d1082d6223a8deb,1686,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gracilariales;Gracilariaceae;Gracilaria;Gracilaria cuneifolia,Gracilaria cuneifolia:340450
ASV_48:62ab4f316bcc419770290655a94c2edaf321eac8,0,0,0,0,1737,0,246,32,23,1,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Pontogeneiidae;Gondogeneia;Gondogeneia antarctica,Gondogeneia antarctica:1109128
ASV_49:511c7007a6238c914707d00bf365854f4f131f2a,10,1024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Sepsidae;Nemopoda;Nemopoda mamaevi,Nemopoda mamaevi:1577136
ASV_50:04e0ca68a18da68cb49146851094f177e1cd054b,0,0,0,0,0,0,0,0,0,0,21,14,798,4,2,25,19,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasysiphonia;Dasysiphonia japonica,Dasysiphonia japonica:2506492
ASV_51:c9e8792280ea3f5cf24e7241d4a086517704e8b0,0,0,0,0,93,1069,6,153,0,2,0,0,0,0,0,0,0,Eukaryota;Fucales;Phaeophyceae_5;Fucales;Fucaceae;Fucus;Fucus serratus,Fucus serratus:87148
ASV_52:62827b37cfe170791f9ab7101919882a360b1e52,0,0,0,0,0,0,0,0,0,0,0,1716,0,1,4,3,115,Eukaryota;Mollusca;Gastropoda;Nudibranchia;Kentrodorididae;Jorunna;Jorunna tomentosa,Jorunna tomentosa:71315
ASV_53:4a8955a196ebab4650a35636acaef39f43996ff0,0,0,0,0,4,757,278,233,0,0,0,1,0,49,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe imbricata,Harmothoe imbricata:61848
ASV_54:eb4275750199c4484837132e55cbc490f88b02f6,0,0,0,0,4,0,1,1,732,58,0,0,0,0,0,0,0,Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Oscarellidae;Oscarella;Oscarella pearsei,Oscarella pearsei:1940113
ASV_55:cfab217414ec94edac350b10fc32db4e615fec2c,0,0,0,0,48,0,6,0,2,0,0,90,0,0,82,676,1,Eukaryota;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae;Sterigmatomyces;Sterigmatomyces sp,Sterigmatomyces sp:1972484
ASV_56:8657c05e681ee3e1948f81d2c5b7cd2a40f1ff97,34,1922,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,Eukaryota;Arthropoda;Insecta;Blattodea;Termitidae;Hirtitermes;Hirtitermes hirtiventris,Hirtitermes hirtiventris:1934491
ASV_57:da3771f112c2da87b4a63a2c751421e7fe71d9d1,0,0,0,0,0,712,0,0,0,48,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Nereimyra;Nereimyra punctata,Nereimyra punctata:222006
ASV_58:866c8468ed1d87737e7f229ec9b4fee3b9d8302c,0,0,0,0,22,185,40,747,11,0,166,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula pacifica,Chloroparvula pacifica:1883388
ASV_59:8eaf30d7446fac1790066244799e4ad96d83ea15,789,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Berkeleyaceae;Berkeleya;Berkeleya fennica,Berkeleya fennica:1577906
ASV_60:f5b3da887157437e30c0840e19eeb0b9b67945f1,0,0,0,0,0,0,0,0,10,661,0,0,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilus;Mytilus edulis,Mytilus edulis:6550
ASV_61:01f33a1745561ed8f8d8b30f655179465f6ae3f3,0,0,0,0,80,258,226,50,2,1,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Thuretia;Thuretia quercifolia,Thuretia quercifolia:189650
ASV_62:eae0c7af2b6c35466c2cd28ac0eb6c8d600b6851,0,0,0,0,0,0,0,0,0,0,0,8,635,0,2,0,4,Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Oncotympana;Oncotympana pallidiventris,Oncotympana pallidiventris:2218794
ASV_63:b0df50ecf1d9e0ebf2d391f6213917b689ca9500,0,0,0,0,0,0,468,138,6,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Spionida;Cirratulidae;Cirratulus;Cirratulus cirratus,Cirratulus cirratus:394749
ASV_64:e25bd814dea458cf8debcd0e6b4ffe78a54a1c9a,0,0,0,0,7,0,1,0,0,0,0,17,0,0,685,0,1,Eukaryota;Arthropoda;Insecta;Diptera;Ceratopogonidae;Brachypogon;Brachypogon canadensis,Brachypogon canadensis:2680180
ASV_65:982510a9df00051857d9f7435330a685e65ec56c,0,0,0,0,0,31,21,707,43,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Neogastropoda;Drilliidae;Iredalea;Iredalea pupoidea,Iredalea pupoidea:906837
ASV_66:ac371819a504a1eaf70e650822fa66cdef3afbce,0,0,0,0,0,0,0,0,0,197,0,0,0,290,0,0,123,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Lepidonotus;Lepidonotus squamatus,Lepidonotus squamatus:222003
ASV_67:7b2f9fcb4a0f84883beb380ae406996a9adfa6b0,0,0,0,0,0,1,0,4,542,10,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe bathydomus,Harmothoe bathydomus:1244573
ASV_68:5be74ab147db07c2d10b50983218a60741805ca3,0,0,0,0,7,228,6,243,1,29,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium sp,Cladosporium sp:1707700
ASV_69:dfcbb9766d2e2756383631fe4232233ecd007749,0,0,0,0,18,3,17,6,305,227,0,0,0,1,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Halothrix;Halothrix lumbricalis,Halothrix lumbricalis:133519
ASV_70:6e5731f0036b8fcbb9f00a82e921b061ce67801c,157,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Cladonematidae;Staurocladia;Staurocladia wellingtoni,Staurocladia wellingtoni:168794
ASV_71:0e0eeb1d26fcc10af79a9bf82c9e7b5fa3104d85,0,0,0,0,0,0,0,0,0,0,0,262,1,2,926,2,7,Eukaryota;Arthropoda;Arachnida;Araneae;Theraphosidae;Chilobrachys;Chilobrachys huahini,Chilobrachys huahini:1046771
ASV_72:2477888e226b3a6c8036dc8d573a2c2cb349f0a6,200,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Ectocarpaceae;Ectocarpus;Ectocarpus subulatus,Ectocarpus subulatus:1535423
ASV_73:9a50f3e3b18a92e7854d2f25ddd13947dfb2cb96,0,0,0,0,3,0,5,0,388,26,0,0,0,4,0,0,13,Eukaryota;Rhodophyta;Florideophyceae;Hapalidiales;Hapalidiaceae;Phymatolithon;Phymatolithon lenormandii,Phymatolithon lenormandii:48604
ASV_74:7ed3248de75684f66f1c1dcf6c7aeff8e89fc3b5,0,0,0,0,508,1,73,0,0,0,0,3,10,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Berkeleyaceae;Berkeleya;Berkeleya fennica,Berkeleya fennica:1577906
ASV_75:5c155ca8dc42252a43aa107c89f259d28446a828,82,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Limoniidae;Rhipidia;Rhipidia chenwenyoungi,Rhipidia chenwenyoungi:1807360
ASV_76:f63fb6ace40fb3c3e31f9ac3da2f9ad89134c4f8,0,0,0,0,400,4,37,0,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula toruloides,Rhodotorula toruloides:5286
ASV_77:975bbd1cd23eb7ae740660bb634bfd0790e79f18,0,0,0,0,0,3,0,4,420,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Leptasterias;Leptasterias muelleri,Leptasterias muelleri:117001
ASV_78:975a0bd65cf8a0a8a45d43a1c50b3277392fbfec,0,0,0,0,24,2,3,4,868,172,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Hapalidiales;Hapalidiaceae;Lithothamnion;Lithothamnion glaciale,Lithothamnion glaciale:48599
ASV_79:f7781e8b9953dfcf2f665a1b7ad237b745134a38,281,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Mesogloia;Mesogloia ikomae,Mesogloia ikomae:309742
ASV_80:d957824b2fe485124f8670c83edadf4883ecc2ff,0,0,0,0,0,2,2,2,480,0,0,0,0,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Catenicellidae;Costaticella;Costaticella bicuspis,Costaticella bicuspis:2138266
ASV_81:5c9f0b318d8ad0d7dcfab9a4fe78188e529c44d5,0,0,0,0,0,0,1,0,18,485,0,1,0,0,0,1,5,Eukaryota;Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Hormathia;Hormathia digitata,Hormathia digitata:1163372
ASV_82:a5e814308c29a339c4d35f031ce32b8e3d549fd3,0,0,0,0,0,0,411,15,10,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Echinoidea;Echinoida;Echinidae;Echinus;Echinus esculentus,Echinus esculentus:7648
ASV_83:ae5226f90ecad884c41328e5d25d9aec3efa4215,0,0,0,0,3,0,7,1,263,147,0,0,0,2,0,0,1,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Scytosiphonaceae;Colpomenia;Colpomenia expansa,Colpomenia expansa:1043182
ASV_84:5df3875232e7a09bc7d29e26ce30873081dfa51b,0,0,0,0,2,0,8,20,166,188,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladiella;Pterocladiella caloglossoides,Pterocladiella caloglossoides:102630
ASV_85:6859ad1ddba7339240da6766ae063f308aa86c5b,0,0,0,0,22,0,7,0,397,555,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Corallina;Corallina officinalis,Corallina officinalis:35170
ASV_86:d8390cc218f4d75778052407f59525ab2512fd77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,497,2,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Microprotopidae;Microprotopus;Microprotopus maculatus,Microprotopus maculatus:1732157
ASV_87:ea0f14067593128574a3b4f342f2cb7e179786b4,770,587,0,0,1,0,3,1,39,41,0,2,0,39,0,0,30,Eukaryota;Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Aurelia;Aurelia aurita,Aurelia aurita:6145
ASV_88:2639cd4b1726769b1a17d5af06284a48e0c02600,0,0,0,0,0,0,0,0,0,0,0,104,1,154,4,0,86,Eukaryota;Arthropoda;Insecta;Hemiptera;Aphrophoridae;Aphrophora;Aphrophora maritima,Aphrophora maritima:868254
ASV_89:71358993d181845a897ce83e02c218fe18c41cef,274,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Ameiridae;Nitokra;Nitokra spinipes,Nitokra spinipes:1155070
ASV_90:2c95354724343cfb0a4fc19439cde32d596acb5f,0,0,0,0,564,0,7,0,0,0,0,269,0,0,42,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila nappae,Drosophila nappae:218700
ASV_91:4d5a4072553b8223f42cd7e84ae6c17513d4d6a0,0,0,0,0,0,0,0,2,5,0,0,0,0,22,16,30,288,Eukaryota;Arthropoda;Insecta;Coleoptera;Rhagophthalmidae;Rhagophthalmus;Rhagophthalmus lufengensis,Rhagophthalmus lufengensis:398797
ASV_92:05d9b83fc255a76e0f317719f76b6f1030db6c6a,0,0,0,0,1,0,315,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Cypriniformes;Vaillantellidae;Vaillantella;Vaillantella maassi,Vaillantella maassi:357290
ASV_93:f480326f0c6c82489d3b525d63ed3f6d1313807f,0,0,0,0,8,20,13,67,0,0,0,139,12,12,60,0,6,Eukaryota;Sporochnales;Phaeophyceae_9;Sporochnales;Sporochnaceae;Carpomitra;Carpomitra costata,Carpomitra costata:66794
