Station,Country,ARMS_unit,date_start,date_end,Event_id,File_Name,File_Type,File_Download_URL,created_at,updated_at
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_1B_004.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_2?_006.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_3?_006.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_3?_003.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_3?_008.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_4?_004.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_4?_009.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_5?_009.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_6?_002.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_6?_005.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_6?_002.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_7?_002.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_8?_002.jpg,Image,Closed Access,2019-11-11,2022-01-10
Crete,Greece,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,ARMS_2UBPC _20190924_20201211_8?_007.jpg,Image,Closed Access,2019-11-11,2022-01-10
