sample,qc_param,qc_flag,plutoF_data,gsheets_data
ARMS_Limfjord_Green33_20190618_20191029_SF40,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Green33_20190618_20191029_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Red2_20190618_20191029_MF100,event_id,pass,,
ARMS_Limfjord_Red2_20190618_20191029_MF100,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Red2_20190618_20191029_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Red2_20190618_20191029_MF500,event_id,pass,,
ARMS_Limfjord_Red2_20190618_20191029_MF500,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Red2_20190618_20191029_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Red2_20190618_20191029_SF40,event_id,pass,,
ARMS_Limfjord_Red2_20190618_20191029_SF40,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Red2_20190618_20191029_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Yellow8_20190618_20191029_MF100,event_id,pass,,
ARMS_Limfjord_Yellow8_20190618_20191029_MF100,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Yellow8_20190618_20191029_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Yellow8_20190618_20191029_MF500,event_id,pass,,
ARMS_Limfjord_Yellow8_20190618_20191029_MF500,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Yellow8_20190618_20191029_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Yellow8_20190618_20191029_SF40,event_id,pass,,
ARMS_Limfjord_Yellow8_20190618_20191029_SF40,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Yellow8_20190618_20191029_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Bodo_GStraB_190621-201207_SF500,arms_id,fail,ARMS_Bodo_GStraB_190621-201207_SF500,not found
ARMS_Bodo_GStraB_190621-201207_SF50_A,arms_id,fail,ARMS_Bodo_GStraB_190621-201207_SF50_A,not found
ARMS_Bodo_GStraB_190621-201207_SF100,arms_id,fail,ARMS_Bodo_GStraB_190621-201207_SF100,not found
ARMS_Bodo_GStraM_190621-201207_SF100,arms_id,fail,ARMS_Bodo_GStraM_190621-201207_SF100,not found
ARMS_Bodo_GStraM_190621-201207_SF50_A,arms_id,fail,ARMS_Bodo_GStraM_190621-201207_SF50_A,not found
ARMS_Bodo_GStraM_190621-201207_SF500,arms_id,fail,ARMS_Bodo_GStraM_190621-201207_SF500,not found
ARMS_SWC_Gbg4_20200206_20200529_MF100,event_id,pass,,
ARMS_SWC_Gbg4_20200206_20200529_MF100,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg4_20200206_20200529_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg4_20200206_20200529_MF500,event_id,pass,,
ARMS_SWC_Gbg4_20200206_20200529_MF500,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg4_20200206_20200529_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg4_20200206_20200529_SF40,event_id,pass,,
ARMS_SWC_Gbg4_20200206_20200529_SF40,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg4_20200206_20200529_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Bjorko1_20200131_20200518_MF100,event_id,pass,,
ARMS_SWC_Bjorko1_20200131_20200518_MF100,preservative,not present in plutoF sample id,,
ARMS_SWC_Bjorko1_20200131_20200518_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Bjorko1_20200131_20200518_SF40,event_id,pass,,
ARMS_SWC_Bjorko1_20200131_20200518_SF40,preservative,not present in plutoF sample id,,
ARMS_SWC_Bjorko1_20200131_20200518_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Bjorko1_20200131_20200518_MF500,event_id,pass,,
ARMS_SWC_Bjorko1_20200131_20200518_MF500,preservative,not present in plutoF sample id,,
ARMS_SWC_Bjorko1_20200131_20200518_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Hjuvik1_20200131_20200518_MF500,event_id,pass,,
ARMS_SWC_Hjuvik1_20200131_20200518_MF500,preservative,not present in plutoF sample id,,
ARMS_SWC_Hjuvik1_20200131_20200518_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Hjuvik1_20200131_20200518_MF100,event_id,pass,,
ARMS_SWC_Hjuvik1_20200131_20200518_MF100,preservative,not present in plutoF sample id,,
ARMS_SWC_Hjuvik1_20200131_20200518_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Hjuvik1_20200131_20200518_SF40,event_id,pass,,
ARMS_SWC_Hjuvik1_20200131_20200518_SF40,preservative,not present in plutoF sample id,,
ARMS_SWC_Hjuvik1_20200131_20200518_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg1_20200206_20200520_MF500,event_id,pass,,
ARMS_SWC_Gbg1_20200206_20200520_MF500,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg1_20200206_20200520_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg1_20200206_20200520_SF40,event_id,pass,,
ARMS_SWC_Gbg1_20200206_20200520_SF40,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg1_20200206_20200520_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg1_20200206_20200520_MF100,event_id,pass,,
ARMS_SWC_Gbg1_20200206_20200520_MF100,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg1_20200206_20200520_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg2_20200206_20200520_MF100,event_id,pass,,
ARMS_SWC_Gbg2_20200206_20200520_MF100,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg2_20200206_20200520_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg2_20200206_20200520_SF40,event_id,pass,,
ARMS_SWC_Gbg2_20200206_20200520_SF40,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg2_20200206_20200520_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg2_20200206_20200520_MF500,event_id,pass,,
ARMS_SWC_Gbg2_20200206_20200520_MF500,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg2_20200206_20200520_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg3_20200206_20200529_MF100,event_id,pass,,
ARMS_SWC_Gbg3_20200206_20200529_MF100,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg3_20200206_20200529_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg3_20200206_20200529_MF500,event_id,pass,,
ARMS_SWC_Gbg3_20200206_20200529_MF500,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg3_20200206_20200529_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_SWC_Gbg3_20200206_20200529_SF40,event_id,pass,,
ARMS_SWC_Gbg3_20200206_20200529_SF40,preservative,not present in plutoF sample id,,
ARMS_SWC_Gbg3_20200206_20200529_SF40,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
