sample,qc_param,qc_flag,plutoF_data,gsheets_data
ARMS_BelgiumCoast_BirkenfelsA_20200617_20210309_MF500,event_id,pass,,
ARMS_BelgiumCoast_BirkenfelsA_20200617_20210309_MF500,preservative,not present in plutoF sample id,,
ARMS_BelgiumCoast_BirkenfelsA_20200617_20210309_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Green33_20190618_20191029_MF100,event_id,pass,,
ARMS_Limfjord_Green33_20190618_20191029_MF100,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Green33_20190618_20191029_MF100,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Green33_20190618_20191029_MF500,event_id,pass,,
ARMS_Limfjord_Green33_20190618_20191029_MF500,preservative,not present in plutoF sample id,,
ARMS_Limfjord_Green33_20190618_20191029_MF500,preservative+fraction+filter,couldn't be checked due to missing data in plutoF or gsheets,,
ARMS_Limfjord_Green33_20190618_20191029_SF40,event_id,pass,,
