OTUID,taxonomicClassificationOrig,Domain,Supergroup,Division/Kingdom,Phylum/Class,Level_X,Level_XX,Level_XXX,Level_XXXX,Level_XXXXX,genus_species
Otu893,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,NA,NA,NA,NA,NA,NA
Otu892,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;Marimonadida (order);X (Marimonadida (order));Marimonadida (X (Marimonadida (order)));XX (Marimonadida (X (Marimonadida (order))));Marimonadida (XX (Marimonadida (X (Marimonadida (order)))));XX (Marimonadida (XX (Marimonadida (X (Marimonadida (order))))));sp. (XX (Marimonadida (XX (Marimonadida (X (Marimonadida (order))))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,NA,NA,NA,NA,NA
Otu675,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu897,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Unknown Eugregarinorida order 2,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,NA,NA,NA,NA,NA
Otu672,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu895,Main genome;Eukaryota;Rhizaria;Cercozoa,Eukaryota,Rhizaria,Cercozoa,NA,NA,NA,NA,NA,NA,NA
Otu1305,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea,Eukaryota,Opisthokonta,Metazoa,Urochordata,Ascidiacea,NA,NA,NA,NA,NA
Otu1304,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;Unknown Lecudina genus 11,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,Lecudina,NA,NA,NA
Otu1307,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;Unknown Cephaloidophoridae family 4,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,NA,NA,NA,NA
Otu1306,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 14,Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu1301,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae;Aplanochytrium;Aplanochytrium (genus);sp. (Aplanochytrium (genus)),Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulida,Labyrinthulaceae,Aplanochytrium,NA,NA,NA
Otu1300,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata (class);X (Craniata (class));Teleostei,Eukaryota,Opisthokonta,Metazoa,Craniata,Teleostei,NA,NA,NA,NA,NA
Otu1303,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,NA,NA,NA,NA,NA
Otu1302,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));Unknown Annelida (X (Annelida (class))) genus 30,Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu1309,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 15,Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu1308,Main genome;Eukaryota;Opisthokonta;Metazoa,Eukaryota,Opisthokonta,Metazoa,NA,NA,NA,NA,NA,NA,NA
Otu1011,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea,Eukaryota,Opisthokonta,Metazoa,Urochordata,Ascidiacea,NA,NA,NA,NA,NA
Otu579,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Unknown Chelicerata order 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,NA,NA,NA,NA,NA
Otu1013,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;Lecudina (genus);Unknown Lecudina (genus) species 5,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,Lecudina,NA,NA,NA
Otu1012,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Eimeriidae;Unknown Eimeriidae family 22,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,NA,NA,NA,NA
Otu1014,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea,Eukaryota,Opisthokonta,Metazoa,Urochordata,Ascidiacea,NA,NA,NA,NA,NA
Otu1017,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Eimeriidae;Unknown Eimeriidae family 23,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,NA,NA,NA,NA
Otu1016,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Stylochus;Stylochus (genus);Unknown Stylochus (genus) species 17,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Polycladida,Stylochus,NA,NA,NA
Otu1019,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;Thraustochytriaceae (family);LAB17;Thraustochytriaceae (LAB17);LAB17 (Thraustochytriaceae (LAB17));sp. (LAB17 (Thraustochytriaceae (LAB17))),Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytrida,Thraustochytriaceae,LAB17,NA,NA,NA
Otu571,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Chromadorina;Chromadorina (species);bioculata (Chromadorina (species)),Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorina,NA,NA,NA,NA
Otu572,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family))))),Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu573,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,NA,NA,NA,NA,NA,NA
Otu574,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu575,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu576,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu577,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family))))),Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu750,Main genome;Eukaryota;Opisthokonta;Metazoa;Metazoa (phylum);X (Metazoa (phylum));Metazoa (X (Metazoa (phylum)));XX (Metazoa (X (Metazoa (phylum))));Metazoa (XX (Metazoa (X (Metazoa (phylum)))));XXX (Metazoa (XX (Metazoa (X (Metazoa (phylum))))));Metazoa (XXX (Metazoa (XX (Metazoa (X (Metazoa (phylum)))))));XXXX (Metazoa (XXX (Metazoa (XX (Metazoa (X (Metazoa (phylum))))))));Metazoa (XXXX (Metazoa (XXX (Metazoa (XX (Metazoa (X (Metazoa (phylum)))))))));XXXX (Metazoa (XXXX (Metazoa (XXX (Metazoa (XX (Metazoa (X (Metazoa (phylum))))))))));sp. (XXXX (Metazoa (XXXX (Metazoa (XXX (Metazoa (XX (Metazoa (X (Metazoa (phylum))))))))))),Eukaryota,Opisthokonta,Metazoa,NA,NA,NA,NA,NA,NA,NA
Otu753,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes (class);X (Labyrinthulomycetes (class));Labyrinthulomycetes (X (Labyrinthulomycetes (class)));X (Labyrinthulomycetes (X (Labyrinthulomycetes (class))));LAB1;Labyrinthulomycetes (LAB1);X (Labyrinthulomycetes (LAB1));LAB6;Labyrinthulomycetes (LAB6);X (Labyrinthulomycetes (LAB6));LAB6 (X (Labyrinthulomycetes (LAB6)));sp. (LAB6 (X (Labyrinthulomycetes (LAB6)))),Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,LAB1,LAB6,NA,NA,NA,NA
Otu978,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4 (family);X (Dino-Group-I-Clade-4 (family));Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family)));X (Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family))));sp. (X (Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family))))),Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,NA,NA,NA,NA
Otu755,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Gaetanus;Unknown Gaetanus genus 4,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Gaetanus,NA,NA,NA
Otu756,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu209,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Unknown Malacostraca family 3,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,NA,NA,NA,NA
Otu758,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Ulvales-relatives (order);X (Ulvales-relatives (order)),Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,NA,NA,NA,NA,NA
Otu759,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 4,Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu976,Main genome;Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea (class);X (Nassophorea (class));Discotrichidae;NASSO;Unknown NASSO species 1,Eukaryota,Alveolata,Ciliophora,Nassophorea,Discotrichidae,NASSO,NA,NA,NA,NA
Otu977,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Marosporida;Rhytidocystidae;Unknown Rhytidocystidae family 2,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Marosporida,Rhytidocystidae,NA,NA,NA,NA
Otu970,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu203,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata (class);X (Craniata (class)),Eukaryota,Opisthokonta,Metazoa,Craniata,NA,NA,NA,NA,NA,NA
Otu972,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,NA,NA,NA,NA
Otu201,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Schlerochilus;Schlerochilus (genus);Unknown Schlerochilus (genus) species 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Schlerochilus,NA,NA,NA
Otu682,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Unknown Crustacea order 17,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,NA,NA,NA,NA,NA
Otu683,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class)))),Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu680,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu681,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family))))),Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu686,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu687,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Unknown Prolecithophora family 3,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Prolecithophora,NA,NA,NA,NA
Otu684,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu685,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu688,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;Praeconvoluta;Praeconvoluta (genus);tigrina,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Acoelomorpha,Praeconvoluta,tigrina,NA,Praeconvoluta_tigrina
Otu689,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Nereimyra;Nereimyra (strain);punctata (Nereimyra (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Nereimyra,NA,NA,NA,NA,NA
Otu372,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,NA,NA,NA,NA,NA,NA
Otu373,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Pterothamnion;Pterothamnion (genus),Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Pterothamnion,NA,NA,NA
Otu370,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Pterothamnion;Pterothamnion (genus),Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Pterothamnion,NA,NA,NA
Otu371,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Stylochus;Stylochus (genus);Unknown Stylochus (genus) species 10,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Polycladida,Stylochus,NA,NA,NA
Otu376,Main genome;Eukaryota;Rhizaria;Foraminifera;Foraminifera (phylum);X (Foraminifera (phylum));Foraminifera (X (Foraminifera (phylum)));XX (Foraminifera (X (Foraminifera (phylum))));Foraminifera (XX (Foraminifera (X (Foraminifera (phylum)))));XXX (Foraminifera (XX (Foraminifera (X (Foraminifera (phylum))))));Foraminifera (XXX (Foraminifera (XX (Foraminifera (X (Foraminifera (phylum)))))));XXXX (Foraminifera (XXX (Foraminifera (XX (Foraminifera (X (Foraminifera (phylum))))))));Foraminifera (XXXX (Foraminifera (XXX (Foraminifera (XX (Foraminifera (X (Foraminifera (phylum)))))))));XXXX (Foraminifera (XXXX (Foraminifera (XXX (Foraminifera (XX (Foraminifera (X (Foraminifera (phylum))))))))));sp. (XXXX (Foraminifera (XXXX (Foraminifera (XXX (Foraminifera (XX (Foraminifera (X (Foraminifera (phylum))))))))))),Eukaryota,Rhizaria,Foraminifera,NA,NA,NA,NA,NA,NA,NA
Otu377,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Unknown Crustacea order 13,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,NA,NA,NA,NA,NA
Otu374,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Platynereis;Platynereis (strain);dumerilii,Eukaryota,Opisthokonta,Metazoa,Annelida,Platynereis,dumerilii,NA,NA,NA,Platynereis_dumerilii
Otu375,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;Paramenophia (genus);Unknown Paramenophia (genus) species 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paramenophia,NA,NA,NA
Otu378,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Unknown Crustacea order 14,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,NA,NA,NA,NA,NA
Otu703,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Gaetanus;Unknown Gaetanus genus 3,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Gaetanus,NA,NA,NA
Otu702,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu701,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class)))),Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu700,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Macrostomorpha;Microstomum;Microstomum (genus),Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Macrostomorpha,Microstomum,NA,NA,NA
Otu198,Main genome;Eukaryota;Rhizaria;Foraminifera;Globothalamea;Textulariida,Eukaryota,Rhizaria,Foraminifera,Globothalamea,Textulariida,NA,NA,NA,NA,NA
Otu196,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium (genus);fusiforme,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,fusiforme,NA,Gyrodinium_fusiforme
Otu707,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;Unknown Paramenophia genus 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paramenophia,NA,NA,NA
Otu194,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea,Eukaryota,Opisthokonta,Metazoa,Urochordata,Ascidiacea,NA,NA,NA,NA,NA
Otu195,Main genome;Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha (class);X (Gastrotricha (class));Gastrotricha (X (Gastrotricha (class)));XX (Gastrotricha (X (Gastrotricha (class))));Chaetonotus;Chaetonotus (strain);sp. (Chaetonotus (strain)),Eukaryota,Opisthokonta,Metazoa,Gastrotricha,Chaetonotus,NA,NA,NA,NA,NA
Otu192,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia,Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,Heterobranchia,NA,NA,NA,NA
Otu193,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Amphitritides;Amphitritides (strain),Eukaryota,Opisthokonta,Metazoa,Annelida,Amphitritides,NA,NA,NA,NA,NA
Otu190,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);X (Cnidaria (class));Anthozoa,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Anthozoa,NA,NA,NA,NA,NA
Otu705,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,NA,NA,NA
Otu704,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Unknown X (Chromadorea (order)) genus 1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA,NA
Otu996,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu997,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Stylochus;Stylochus (genus);Unknown Stylochus (genus) species 14,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Polycladida,Stylochus,NA,NA,NA
Otu994,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;Haplosporida;Unknown Haplosporida order 1,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Ascetosporea,Haplosporida,NA,NA,NA,NA,NA
Otu995,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Unknown X (Bacillariophyta (class)) family 5,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,NA,NA,NA,NA,NA,NA
Otu993,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Paulinellidae;Unknown Paulinellidae family 1,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Paulinellidae,NA,NA,NA,NA
Otu990,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,NA,NA,NA
Otu991,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Unknown Eugregarinorida order 6,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,NA,NA,NA,NA,NA
Otu998,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 9,Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu999,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 10,Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu49,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea (class);X (Gregarinomorphea (class));Gregarinomorphea (X (Gregarinomorphea (class)));XX (Gregarinomorphea (X (Gregarinomorphea (class))));Selenidium1;Selenidium1 (strain);sensimae,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Selenidium1,sensimae,NA,NA,NA,Selenidium1_sensimae
Otu48,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;Haplosporida;Haplosporidiidae;Haplosporidiidae (family);X (Haplosporidiidae (family));Haplosporidiidae (X (Haplosporidiidae (family)));X (Haplosporidiidae (X (Haplosporidiidae (family))));sp. (X (Haplosporidiidae (X (Haplosporidiidae (family))))),Eukaryota,Rhizaria,Cercozoa,Endomyxa-Ascetosporea,Haplosporida,Haplosporidiidae,NA,NA,NA,NA
Otu47,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));Unknown Annelida (X (Annelida (class))) genus 3,Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu46,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium (genus);fusiforme,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,fusiforme,NA,Gyrodinium_fusiforme
Otu45,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Thoralus;Thoralus (genus);cranchii,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Thoralus,cranchii,NA,Thoralus_cranchii
Otu44,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea,Eukaryota,Opisthokonta,Metazoa,Urochordata,Ascidiacea,NA,NA,NA,NA,NA
Otu43,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Unknown Arthropoda class 3,Eukaryota,Opisthokonta,Metazoa,Arthropoda,NA,NA,NA,NA,NA,NA
Otu42,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Amblyosyllis;Amblyosyllis (strain),Eukaryota,Opisthokonta,Metazoa,Annelida,Amblyosyllis,NA,NA,NA,NA,NA
Otu41,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lankesteria;Lankesteria (genus);ascidiae,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,Lankesteria,ascidiae,NA,Lankesteria_ascidiae
Otu40,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Eimeriidae;Unknown Eimeriidae family 5,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,NA,NA,NA,NA
