OTUID,taxonomicClassificationOrig,Domain,Supergroup,Division/Kingdom,Phylum/Class,Level_X,Level_XX,Level_XXX,Level_XXXX,Level_XXXXX,genus_species
Otu184,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;Unknown Paramenophia genus 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paramenophia,NA,NA,NA
Otu9,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida,Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,NA,NA,NA,NA
Otu251,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,NA,NA,NA,NA
Otu227,Main genome;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,NA,NA,NA,NA
Otu474,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class)))),Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu4,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Circeis;Circeis (strain);spirillum,Eukaryota,Opisthokonta,Metazoa,Annelida,Circeis,spirillum,NA,NA,NA,Circeis_spirillum
Otu20,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));Unknown Bryozoa (X (Bryozoa (class))) genus 1,Eukaryota,Opisthokonta,Metazoa,Bryozoa,NA,NA,NA,NA,NA,NA
Otu794,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA,NA,NA,NA
Otu1020,Main genome;Eukaryota;Opisthokonta;Fungi,Eukaryota,Opisthokonta,Fungi,NA,NA,NA,NA,NA,NA,NA
Otu305,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 5,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu2226,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));XX (Bryozoa (X (Bryozoa (class))));Favosipora;Favosipora (strain);rosea,Eukaryota,Opisthokonta,Metazoa,Bryozoa,Favosipora,rosea,NA,NA,NA,Favosipora_rosea
Otu6,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Phaeophyceae (class);X (Phaeophyceae (class));Phaeophyceae (X (Phaeophyceae (class)));XX (Phaeophyceae (X (Phaeophyceae (class))));Ectocarpus;Ectocarpus (strain),Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Ectocarpus,NA,NA,NA,NA,NA
Otu7,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));XX (Bryozoa (X (Bryozoa (class))));Favosipora;Favosipora (strain);rosea,Eukaryota,Opisthokonta,Metazoa,Bryozoa,Favosipora,rosea,NA,NA,NA,Favosipora_rosea
Otu2,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Hiatella;Hiatella (genus),Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Heteroconchia,Hiatella,NA,NA,NA
Otu24,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family))))),Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu95,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu331,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA,NA,NA,NA
Otu352,Main genome;Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa (phylum);X (Centroheliozoa (phylum));Centroheliozoa (X (Centroheliozoa (phylum)));XX (Centroheliozoa (X (Centroheliozoa (phylum))));Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum)))));XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum))))));Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum)))))));XXXX (Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum))))))));Centroheliozoa (XXXX (Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum)))))))));XXXX (Centroheliozoa (XXXX (Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum))))))))));sp. (XXXX (Centroheliozoa (XXXX (Centroheliozoa (XXX (Centroheliozoa (XX (Centroheliozoa (X (Centroheliozoa (phylum))))))))))),Eukaryota,Hacrobia,Centroheliozoa,NA,NA,NA,NA,NA,NA,NA
Otu1219,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Astomatia;Astomatida;Unknown Astomatida family 1,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Astomatia,Astomatida,NA,NA,NA,NA
Otu1218,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida (order);EUG3;Eugregarinorida (EUG3);EUG3 (Eugregarinorida (EUG3));X (EUG3 (Eugregarinorida (EUG3)));Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))));EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3)))));X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))));sp. (X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,EUG3,NA,NA,NA,NA
Otu1217,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Aspidiscidae;Aspidisca;Aspidisca (genus);Unknown Aspidisca (genus) species 1,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Aspidiscidae,Aspidisca,NA,NA,NA
Otu1216,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Nia;Nia (genus);Unknown Nia (genus) species 1,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Nia,NA,NA,NA
Otu1214,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae (class);X (Dictyochophyceae (class));Pedinellales;Pedinellales (genus);X (Pedinellales (genus));Pedinellales (X (Pedinellales (genus)));X (Pedinellales (X (Pedinellales (genus))));sp. (X (Pedinellales (X (Pedinellales (genus))))),Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Pedinellales,NA,NA,NA,NA,NA
Otu1213,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadales (order);clade;A;Pelagomonadales (A);clade (Pelagomonadales (A));A1;Pelagomonadales (A1);clade (Pelagomonadales (A1));A1 (clade (Pelagomonadales (A1)));sp. (A1 (clade (Pelagomonadales (A1)))),Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Clade,A,A1,NA,NA
Otu1212,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu1211,Main genome;Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida (order);X (Chlorarachnida (order));Chlorarachnida (X (Chlorarachnida (order)));XX (Chlorarachnida (X (Chlorarachnida (order))));Chlorarachnida (XX (Chlorarachnida (X (Chlorarachnida (order)))));XX (Chlorarachnida (XX (Chlorarachnida (X (Chlorarachnida (order))))));sp. (XX (Chlorarachnida (XX (Chlorarachnida (X (Chlorarachnida (order))))))),Eukaryota,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,NA,NA,NA,NA,NA
Otu1210,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;Penardia-lineage (family);X (Penardia-lineage (family));Penardia-lineage (X (Penardia-lineage (family)));X (Penardia-lineage (X (Penardia-lineage (family))));sp. (X (Penardia-lineage (X (Penardia-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Penardia-lineage,NA,NA,NA,NA
Otu1329,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Pomatostegus;Pomatostegus (strain);stellatus (Pomatostegus (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Pomatostegus,NA,NA,NA,NA,NA
Otu1323,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Macrostomorpha;Paromalostomum;Unknown Paromalostomum genus 1,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Macrostomorpha,Paromalostomum,NA,NA,NA
Otu1322,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;Oblongichytrium;Oblongichytrium (genus);Unknown Oblongichytrium (genus) species 2,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Oblongichytrida,Oblongichytridiaceae,Oblongichytrium,NA,NA,NA
Otu1321,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Protobranchia,Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Protobranchia,NA,NA,NA,NA
Otu1320,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida (order);X (Eugregarinorida (order));Eugregarinorida (X (Eugregarinorida (order)));XX (Eugregarinorida (X (Eugregarinorida (order))));Eugregarinorida (XX (Eugregarinorida (X (Eugregarinorida (order)))));XX (Eugregarinorida (XX (Eugregarinorida (X (Eugregarinorida (order))))));sp. (XX (Eugregarinorida (XX (Eugregarinorida (X (Eugregarinorida (order))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,NA,NA,NA,NA,NA
Otu1327,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Unknown Malacostraca family 3,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,NA,NA,NA,NA
Otu1326,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Paulinellidae;Paulinella;Paulinella (genus);Unknown Paulinella (genus) species 1,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Paulinellidae,Paulinella,NA,NA,NA
Otu1325,Main genome;Eukaryota;Opisthokonta;Metazoa;Brachiopoda;Brachiopoda (class);X (Brachiopoda (class));Unknown X (Brachiopoda (class)) family 1,Eukaryota,Opisthokonta,Metazoa,Brachiopoda,NA,NA,NA,NA,NA,NA
Otu1324,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Solen;Solen (genus),Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Heteroconchia,Solen,NA,NA,NA
Otu319,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Trachelostylidae;Spirotrachelostyla;Spirotrachelostyla (genus);tani,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Trachelostylidae,Spirotrachelostyla,tani,NA,Spirotrachelostyla_tani
Otu310,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Acinetidae;Unknown Acinetidae family 1,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Suctoria,Acinetidae,NA,NA,NA,NA
Otu311,Main genome;Eukaryota;Opisthokonta;Metazoa;Nemertea;Nemertea (class);X (Nemertea (class));Nemertea (X (Nemertea (class)));XX (Nemertea (X (Nemertea (class))));Oerstedia;Oerstedia (strain),Eukaryota,Opisthokonta,Metazoa,Nemertea,Oerstedia,NA,NA,NA,NA,NA
Otu312,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Unknown Crustacea order 4,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,NA,NA,NA,NA,NA
Otu313,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Oxytrichidae;Protogastrostyla;Protogastrostyla (genus);Unknown Protogastrostyla (genus) species 1,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Protogastrostyla,NA,NA,NA
Otu315,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Unknown Lecudinidae family 2,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,NA,NA,NA,NA
Otu316,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida (order);EUG3;Eugregarinorida (EUG3);EUG3 (Eugregarinorida (EUG3));X (EUG3 (Eugregarinorida (EUG3)));Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))));EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3)))));X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))));sp. (X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,EUG3,NA,NA,NA,NA
Otu317,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu798,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;Botuliformidae;Botuliforma;Botuliforma (genus);Unknown Botuliforma (genus) species 1,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,Botuliformidae,Botuliforma,NA,NA,NA
Otu799,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiomycetes (family);X (Chytridiomycetes (family));Chytridiomycetes (X (Chytridiomycetes (family)));X (Chytridiomycetes (X (Chytridiomycetes (family))));sp. (X (Chytridiomycetes (X (Chytridiomycetes (family))))),Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,NA,NA,NA,NA
Otu795,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Sandonidae;Sandonidae (family);X (Sandonidae (family));Sandonidae (X (Sandonidae (family)));X (Sandonidae (X (Sandonidae (family))));sp. (X (Sandonidae (X (Sandonidae (family))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,NA,NA,NA,NA
Otu796,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Cyclopina;Unknown Cyclopina genus 2,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Cyclopina,NA,NA,NA
Otu797,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryomonadida (order);X (Cryomonadida (order));Cryomonadida (X (Cryomonadida (order)));XX (Cryomonadida (X (Cryomonadida (order))));Cryomonadida (XX (Cryomonadida (X (Cryomonadida (order)))));XX (Cryomonadida (XX (Cryomonadida (X (Cryomonadida (order))))));sp. (XX (Cryomonadida (XX (Cryomonadida (X (Cryomonadida (order))))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,NA,NA,NA,NA,NA
Otu790,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Protula;Protula (strain);sp. (Protula (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Protula,NA,NA,NA,NA,NA
Otu793,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;Unknown Cephaloidophoridae family 9,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,NA,NA,NA,NA
Otu1037,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 18,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu1036,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Sellaphora;Unknown Sellaphora species 1,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,Sellaphora,NA,NA,NA,NA
Otu1035,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Protodrilus;Protodrilus (strain);ciliatus (Protodrilus (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Protodrilus,NA,NA,NA,NA,NA
Otu1034,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae;Aplanochytrium;Unknown Aplanochytrium genus 2,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulida,Labyrinthulaceae,Aplanochytrium,NA,NA,NA
Otu1033,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,NA,NA,NA,NA,NA,NA
Otu1032,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Ichthyosphonida (order);X (Ichthyosphonida (order));Ichthyosphonida (X (Ichthyosphonida (order)));XX (Ichthyosphonida (X (Ichthyosphonida (order))));Ichthyosphonida (XX (Ichthyosphonida (X (Ichthyosphonida (order)))));XX (Ichthyosphonida (XX (Ichthyosphonida (X (Ichthyosphonida (order))))));sp. (XX (Ichthyosphonida (XX (Ichthyosphonida (X (Ichthyosphonida (order))))))),Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,NA,NA,NA,NA,NA
Otu1031,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage;CCW10-lineage (family);X (CCW10-lineage (family));CCW10-lineage (X (CCW10-lineage (family)));X (CCW10-lineage (X (CCW10-lineage (family))));sp. (X (CCW10-lineage (X (CCW10-lineage (family))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,CCW10-lineage,NA,NA,NA,NA
Otu1030,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Reticulosida;Filoretidae;Unknown Filoretidae family 1,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Reticulosida,Filoretidae,NA,NA,NA,NA
Otu556,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Chromadorea (X (Chromadorea (order)));XX (Chromadorea (X (Chromadorea (order))));Chromadorea (XX (Chromadorea (X (Chromadorea (order)))));XX (Chromadorea (XX (Chromadorea (X (Chromadorea (order))))));sp. (XX (Chromadorea (XX (Chromadorea (X (Chromadorea (order))))))),Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA,NA
Otu557,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Suctoria (order);X (Suctoria (order));Suctoria (X (Suctoria (order)));XX (Suctoria (X (Suctoria (order))));Suctoria (XX (Suctoria (X (Suctoria (order)))));XX (Suctoria (XX (Suctoria (X (Suctoria (order))))));sp. (XX (Suctoria (XX (Suctoria (X (Suctoria (order))))))),Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Suctoria,NA,NA,NA,NA,NA
Otu554,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudinidae (family);X (Lecudinidae (family));Lecudinidae (X (Lecudinidae (family)));X (Lecudinidae (X (Lecudinidae (family))));sp. (X (Lecudinidae (X (Lecudinidae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,NA,NA,NA,NA
Otu555,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,NA,NA,NA,NA,NA
Otu552,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Phagomyxa;Unknown Phagomyxa genus 1,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Phagomyxida,Phagomyxidae,Phagomyxa,NA,NA,NA
Otu553,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Apistobranchus;Apistobranchus (strain);typicus,Eukaryota,Opisthokonta,Metazoa,Annelida,Apistobranchus,typicus,NA,NA,NA,Apistobranchus_typicus
Otu1039,Main genome;Eukaryota;Opisthokonta;Metazoa,Eukaryota,Opisthokonta,Metazoa,NA,NA,NA,NA,NA,NA,NA
Otu1038,Main genome;Eukaryota;Rhizaria;Cercozoa,Eukaryota,Rhizaria,Cercozoa,NA,NA,NA,NA,NA,NA,NA
Otu776,Main genome;Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria;Pleurostomatida;Pleurostomatida (family);X (Pleurostomatida (family));Pleurostomatida (X (Pleurostomatida (family)));X (Pleurostomatida (X (Pleurostomatida (family))));sp. (X (Pleurostomatida (X (Pleurostomatida (family))))),Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria,Pleurostomatida,NA,NA,NA,NA
Otu777,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3J;MAST-3J (order);X (MAST-3J (order));MAST-3J (X (MAST-3J (order)));XX (MAST-3J (X (MAST-3J (order))));MAST-3J (XX (MAST-3J (X (MAST-3J (order)))));XX (MAST-3J (XX (MAST-3J (X (MAST-3J (order))))));sp. (XX (MAST-3J (XX (MAST-3J (X (MAST-3J (order))))))),Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3J,NA,NA,NA,NA,NA
Otu774,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Bryocamptus;Bryocamptus (genus);Unknown Bryocamptus (genus) species 2,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Bryocamptus,NA,NA,NA
Otu775,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Cyphoderiidae,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Cyphoderiidae,NA,NA,NA,NA
Otu772,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Centropages;Centropages (genus);typicus (Centropages (genus)),Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Centropages,NA,NA,NA
Otu773,Main genome;Eukaryota;Alveolata;Dinoflagellata,Eukaryota,Alveolata,Dinoflagellata,NA,NA,NA,NA,NA,NA,NA
Otu770,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu771,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Polyplacophora;Polyplacophora (order);X (Polyplacophora (order));Lepidochitona;Unknown Lepidochitona species 1,Eukaryota,Opisthokonta,Metazoa,Mollusca,Polyplacophora,Lepidochitona,NA,NA,NA,NA
Otu958,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae;Aplanochytrium;Unknown Aplanochytrium genus 1,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulida,Labyrinthulaceae,Aplanochytrium,NA,NA,NA
Otu959,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida,Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,NA,NA,NA,NA
Otu778,Main genome;Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otu779,Main genome;Eukaryota;Alveolata;Ciliophora;Ciliophora (phylum);X (Ciliophora (phylum));Ciliophora (X (Ciliophora (phylum)));XX (Ciliophora (X (Ciliophora (phylum))));Protocruziidae;Protocruzia;Protocruzia (strain);granulosa (Protocruzia (strain)),Eukaryota,Alveolata,Ciliophora,Protocruziidae,Protocruzia,NA,NA,NA,NA,NA
Otu29,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu107,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,NA,NA,NA,NA,NA
Otu2408,Main genome;Eukaryota;Opisthokonta;Metazoa;Nemertea;Nemertea (class);X (Nemertea (class));Nemertea (X (Nemertea (class)));Unknown Nemertea (X (Nemertea (class))) genus 5,Eukaryota,Opisthokonta,Metazoa,Nemertea,NA,NA,NA,NA,NA,NA
Otu28,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class)))),Eukaryota,Opisthokonta,Metazoa,Annelida,NA,NA,NA,NA,NA,NA
Otu2403,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 30,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu2402,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Nephasoma;Nephasoma (strain);pellucidum (Nephasoma (strain)),Eukaryota,Opisthokonta,Metazoa,Annelida,Nephasoma,NA,NA,NA,NA,NA
