Station,Country,ARMS_unit,Latitude,Longitude,Depth,Date_start,Date_end,Event_ID,Event_Description,IUCN_Habitat_type,Material Samples,Observations,Sequences,Associated Data,Created,Updated
Bodo,Norway,GStraB,67.24035000,14.71173300,2,2019-06-21,2020-12-07,ARMS_Bodo_GStraB_20190621_20201207,"The ARMS is deployed in a shallow inlet (2-3 m) with mixed sediments, boulders and rocky bottom called Godøystraumen. Kelp and maerl are the main habitat forming species in the vicinity. The site is located in and MPA established in 2014. GStraB is situated on boulders in the vicinity of narrowing with strong tidal currents. Both ARMS (GStraM and GStraB) are situated within a radius of 50 m.",9.2 - Subtidal Rock and Rocky Reefs,3,0,0,21,2020-12-18,2021-06-28
Bodo,Norway,GStraB,67.24035000,14.71173300,2,2021-06-17,None,ARMS_Bodo_GStraB_00000000_00000000,"Rocky seafloor with soft minor soft bottoom pactches; boulder field
Godøystraumen in shallow waters of the Saltstraumen MPA",9.2 - Subtidal Rock and Rocky Reefs,0,0,0,0,2019-11-14,2021-06-25
Bodo,Norway,GStraM,67.24021700,14.71153300,2,2021-06-17,None,ARMS_Bodo_GStraM_00000000_00000000,"Rocky seafloor with soft minor soft bottoom pactches; maerl bed
Godøystraumen in shallow waters of the Saltstraumen MPA",9.2 - Subtidal Rock and Rocky Reefs,0,0,0,0,2019-11-14,2021-06-25
Bodo,Norway,GStraM,67.24021700,14.71153300,2,2019-06-21,2020-12-07,ARMS_Bodo_GStraM_20190621_20201207,"The ARMS are deployed in a shallow inlet (2-3 m) with mixed sediments, boulders and rocky bottom called Godøystraumen. Kelp and maerl are the main habitat forming species in the vicinity. The site is located in and MPA established in 2014. The site GStraM is situated on sandy bottom with maerl nodules loosely occurring in the vicinity. Both ARMS (GStraM and GStraB are situated within a radius of 50 m.",9.2 - Subtidal Rock and Rocky Reefs,3,0,0,21,2020-12-18,2021-06-28
