EventID,Country,Observatory-ID,ARMS-ID,Latitude,Longitude,Depth (m),Deployment Date,Collection Date,Fraction,Preservative,Filter (micrometer),MaterialSample-ID,OriginalSample-ID,gene_COI,gene_COI_negative_control,gene_ITS,gene_ITS_negative_control,gene_18S,gene_18S_negative_control
ARMS_Koster_VH1_20190527_20200716,Sweden,Koster,VH1,58.875155,11.103194,24,2019-05-27,2020-07-16,Motile,DMSO,500,ARMS_Koster_VH1_20190527_20200716_MF500,ARMS_KOSTER_VH1_190527-200716_ MF500,ERR4914104,ERR4914160,ERR4914162,ERR4914218,ERR4914046,ERR4914102
ARMS_Koster_VH1_20190527_20200716,Sweden,Koster,VH1,58.875155,11.103194,24,2019-05-27,2020-07-16,Sessile,DMSO,40,ARMS_Koster_VH1_20190527_20200716_SF40,ARMS_KOSTER_VH1_190527-200716_SF40_A,ERR4914105,ERR4914160,ERR4914163,ERR4914218,ERR4914047,ERR4914102
ARMS_Koster_VH2_20180418_20180906,Sweden,Koster,VH2,58.87633,11.111884,22,2018-04-18,2018-09-06,Motile,EtOH,100,ARMS_Koster_VH2_20180418_20180906_MF100_ETOH,VH2-MF100-EtOH,ERR4018452,ERR3460471,ERR4018445,ERR4018475,ERR4605233,ERR4605902
ARMS_Koster_VH2_20180418_20180906,Sweden,Koster,VH2,58.87633,11.111884,22,2018-04-18,2018-09-06,Motile,EtOH,500,ARMS_Koster_VH2_20180418_20180906_MF500_ETOH,VH2-MF500-EtOH,ERR4018453,ERR3460471,ERR4018446,ERR4018475,ERR4605234,ERR4605902
ARMS_Koster_VH2_20180418_20180906,Sweden,Koster,VH2,58.87633,11.111884,22,2018-04-18,2018-09-06,Plankton,EtOH,90,ARMS_Koster_VH2_20180418_20180906_PS90_ETOH,VH2-PS90-EtOH,failed,failed,ERR4018449,ERR4018475,ERR4605237,ERR4605902
ARMS_Koster_VH2_20180418_20180906,Sweden,Koster,VH2,58.87633,11.111884,22,2018-04-18,2018-09-06,Sediment,DMSO,100,ARMS_Koster_VH2_20180418_20180906_SED100_ETOH,VH2-SS100-DMSO,ERR4018454,ERR3460471,ERR4018447,ERR4018475,ERR4605235,ERR4605902
ARMS_Koster_VH2_20180418_20180906,Sweden,Koster,VH2,58.87633,11.111884,22,2018-04-18,2018-09-06,Sediment,DMSO,500,ARMS_Koster_VH2_20180418_20180906_SED500_DMSO,VH2-SS500-DMSO,ERR4018455,ERR3460471,ERR4018448,ERR4018475,ERR4605236,ERR4605902
ARMS_Koster_VH2_20180418_20180906,Sweden,Koster,VH2,58.87633,11.111884,22,2018-04-18,2018-09-06,Sessile,DMSO,40,ARMS_Koster_VH2_20180418_20180906_SF40_DMSO,VH2-SF-DMSO Sessile,ERR4018451,ERR3460471,ERR4018444,ERR4018475,ERR4605232,ERR4605902
ARMS_Koster_VH2_20180418_20180906,Sweden,Koster,VH2,58.87633,11.111884,22,2018-04-18,2018-09-06,Sessile,EtOH,40,ARMS_Koster_VH2_20180418_20180906_SF40_ETOH,VH2-SF-EtOH Sessile,ERR4018450,ERR3460471,ERR4018443,ERR4018475,ERR4605231,ERR4605902
ARMS_Koster_VH2_20190527_20200716,Sweden,Koster,VH2,58.87633,11.111884,22,2019-05-27,2020-07-16,Motile,DMSO,100,ARMS_Koster_VH2_20190527_20200716_MF100,ARMS_KOSTER_VH2_190527-200716_ MF100,ERR4914109,ERR4914160,ERR4914167,ERR4914218,ERR4914051,ERR4914102
ARMS_Koster_VH2_20190527_20200716,Sweden,Koster,VH2,58.87633,11.111884,22,2019-05-27,2020-07-16,Motile,DMSO,500,ARMS_Koster_VH2_20190527_20200716_MF500,ARMS_KOSTER_VH2_190527-200716_ MF500,ERR4914110,ERR4914160,ERR4914168,ERR4914218,ERR4914052,ERR4914102
ARMS_Koster_VH2_20190527_20200716,Sweden,Koster,VH2,58.87633,11.111884,22,2019-05-27,2020-07-16,Sessile,DMSO,40,ARMS_Koster_VH2_20190527_20200716_SF40,ARMS_KOSTER_VH2_190527-200716_SF40_A,ERR4914111,ERR4914160,ERR4914169,ERR4914218,ERR4914053,ERR4914102
ARMS_Koster_VH3_20180418_20190527,Sweden,Koster,VH3,58.859877,11.080491,25,2018-04-18,2019-05-27,Motile,DMSO,100,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO,2018_Koster_VH3_MF100_DMSO,ERR4018470,ERR4018471,ERR4018465,ERR4018473,ERR4018460,ERR4018472
ARMS_Koster_VH3_20180418_20190527,Sweden,Koster,VH3,58.859877,11.080491,25,2018-04-18,2019-05-27,Motile,DMSO,500,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO,2018_Koster_VH3_MF500_DMSO,ERR4018469,ERR4018471,ERR4018464,ERR4018473,ERR4018459,ERR4018472
ARMS_Koster_VH3_20180418_20190527,Sweden,Koster,VH3,58.859877,11.080491,25,2018-04-18,2019-05-27,Sessile,DMSO,40,ARMS_Koster_VH3_20180418_20190527_SF40_DMSO,2018_Koster_VH3-SF40-DMSO,ERR7127610,ERR7125582,no longer provided,no longer provided,ERR7127609,ERR7125581
ARMS_Koster_VH3_20190527_20200716,Sweden,Koster,VH3,58.859877,11.080491,25,2019-05-27,2020-07-16,Motile,DMSO,100,ARMS_Koster_VH3_20190527_20200716_MF100,ARMS_KOSTER_VH3_190527-200716_ MF100,ERR4914106,ERR4914160,ERR4914164,ERR4914218,ERR4914048,ERR4914102
ARMS_Koster_VH3_20190527_20200716,Sweden,Koster,VH3,58.859877,11.080491,25,2019-05-27,2020-07-16,Motile,DMSO,500,ARMS_Koster_VH3_20190527_20200716_MF500,ARMS_KOSTER_VH3_190527-200716_ MF500,ERR4914107,ERR4914160,ERR4914165,ERR4914218,ERR4914049,ERR4914102
ARMS_Koster_VH3_20190527_20200716,Sweden,Koster,VH3,58.859877,11.080491,25,2019-05-27,2020-07-16,Sessile,DMSO,40,ARMS_Koster_VH3_20190527_20200716_SF40,ARMS_KOSTER_VH3_190527-200716_SF40_A,ERR4914108,ERR4914160,ERR4914166,ERR4914218,ERR4914050,ERR4914102
ARMS_Limfjord_Green33_20190618_20191029,Denmark,Limfjord,Green33,56.901246,9.058189,4,2019-06-18,2019-10-29,Motile,DMSO,100,ARMS_Limfjord_Green33_20190618_20191029_MF100,2019_Limfjord_Green33_MF100_DMSO,ERR4018499,ERR4018471,ERR4018490,ERR4018473,ERR4018481,ERR4018472
ARMS_Limfjord_Green33_20190618_20191029,Denmark,Limfjord,Green33,56.901246,9.058189,4,2019-06-18,2019-10-29,Motile,DMSO,500,ARMS_Limfjord_Green33_20190618_20191029_MF500,2019_Limfjord_Green33_MF500_DMSO,ERR4018497,ERR4018471,ERR4018488,ERR4018473,ERR4018479,ERR4018472
ARMS_Limfjord_Green33_20190618_20191029,Denmark,Limfjord,Green33,56.901246,9.058189,4,2019-06-18,2019-10-29,Sessile,DMSO,40,ARMS_Limfjord_Green33_20190618_20191029_SF40,2019_Limfjord_Green33_SF_DMSO,ERR4018498,ERR4018471,ERR4018489,ERR4018473,ERR4018480,ERR4018472
ARMS_Limfjord_Red2_20190618_20191029,Denmark,Limfjord,Red2,56.89985,9.05663333,4,2019-06-18,2019-10-29,Motile,DMSO,100,ARMS_Limfjord_Red2_20190618_20191029_MF100,2019_Limfjord_Red2_MF100_DMSO,ERR4018502,ERR4018471,ERR4018493,ERR4018473,ERR4018484,ERR4018472
ARMS_Limfjord_Red2_20190618_20191029,Denmark,Limfjord,Red2,56.89985,9.05663333,4,2019-06-18,2019-10-29,Motile,DMSO,500,ARMS_Limfjord_Red2_20190618_20191029_MF500,2019_Limfjord_Red2_MF500_DMSO,ERR4018500,ERR4018471,ERR4018491,ERR4018473,ERR4018482,ERR4018472
ARMS_Limfjord_Red2_20190618_20191029,Denmark,Limfjord,Red2,56.89985,9.05663333,4,2019-06-18,2019-10-29,Sessile,DMSO,40,ARMS_Limfjord_Red2_20190618_20191029_SF40,2019_Limfjord_Red2_SF_DMSO,ERR4018501,ERR4018471,ERR4018492,ERR4018473,ERR4018483,ERR4018472
ARMS_Limfjord_Yellow8_20190618_20191029,Denmark,Limfjord,Yellow8,56.902366,9.055797,4,2019-06-18,2019-10-29,Motile,DMSO,100,ARMS_Limfjord_Yellow8_20190618_20191029_MF100,2019_Limfjord_Yellow8_MF100_DMSO,ERR4018496,ERR4018471,ERR4018487,ERR4018473,ERR4018478,ERR4018472
ARMS_Limfjord_Yellow8_20190618_20191029,Denmark,Limfjord,Yellow8,56.902366,9.055797,4,2019-06-18,2019-10-29,Motile,DMSO,500,ARMS_Limfjord_Yellow8_20190618_20191029_MF500,2019_Limfjord_Yellow8_MF500_DMSO,ERR4018494,ERR4018471,ERR4018485,ERR4018473,ERR4018476,ERR4018472
ARMS_Limfjord_Yellow8_20190618_20191029,Denmark,Limfjord,Yellow8,56.902366,9.055797,4,2019-06-18,2019-10-29,Sessile,DMSO,40,ARMS_Limfjord_Yellow8_20190618_20191029_SF40,2019_Limfjord_Yellow8_SF_DMSO,ERR4018495,ERR4018471,ERR4018486,ERR4018473,ERR4018477,ERR4018472
ARMS_Plymouth_MBA1_20180701_20181001,UK,Plymouth,MBA1,50.3674,-4.1552,1,2018-07-01,2018-10-01,Motile,DMSO,100,ARMS_Plymouth_MBA1_20180701_20181001_MF100_DMSO,MBA_ARMS1-MF100-DMSO,ERR7125591,ERR7125582,no longer provided,no longer provided,ERR7125583,ERR7125581
ARMS_Plymouth_MBA1_20180701_20181001,UK,Plymouth,MBA1,50.3674,-4.1552,1,2018-07-01,2018-10-01,Motile,EtOH,100,ARMS_Plymouth_MBA1_20180701_20181001_MF100_ETOH,MBA_ARMS1-MF100-ETOH,ERR7125592,ERR7125582,no longer provided,no longer provided,ERR7125584,ERR7125581
ARMS_Plymouth_MBA1_20180701_20181001,UK,Plymouth,MBA1,50.3674,-4.1552,1,2018-07-01,2018-10-01,Motile,DMSO,500,ARMS_Plymouth_MBA1_20180701_20181001_MF500_DMSO,MBA_ARMS1-MF500-DMSO,ERR7125593,ERR7125582,no longer provided,no longer provided,ERR7125585,ERR7125581
ARMS_Plymouth_MBA1_20180701_20181001,UK,Plymouth,MBA1,50.3674,-4.1552,1,2018-07-01,2018-10-01,Motile,EtOH,500,ARMS_Plymouth_MBA1_20180701_20181001_MF500_ETOH,MBA_ARMS1-MF500-ETOH,ERR7125594,ERR7125582,no longer provided,no longer provided,ERR7125586,ERR7125581
ARMS_Plymouth_MBA1_20180701_20181001,UK,Plymouth,MBA1,50.3674,-4.1552,1,2018-07-01,2018-10-01,Sessile,DMSO,40,ARMS_Plymouth_MBA1_20180701_20181001_SF40_DMSO,MBA_ARMS1-SF-DMSO,ERR7125595,ERR7125582,no longer provided,no longer provided,ERR7125587,ERR7125581
ARMS_Plymouth_MBA1_20180701_20181001,UK,Plymouth,MBA1,50.3674,-4.1552,1,2018-07-01,2018-10-01,Sessile,EtOH,40,ARMS_Plymouth_MBA1_20180701_20181001_SF40_ETOH,MBA_ARMS1-SF-ETOH,ERR7125596,ERR7125582,no longer provided,no longer provided,ERR7125588,ERR7125581
ARMS_Plymouth_MBA1A_20190716_20190916,UK,Plymouth,MBA1A,50.3673,-4.1554,2,2019-07-16,2019-09-16,Motile,DMSO,100,ARMS_Plymouth_MBA1A_20190716_20190916_MF100,2019_MBA_ARMS1A_MF100_DMSO,ERR4018670,ERR4018471,ERR4018661,ERR4018473,ERR4018652,ERR4018472
ARMS_Plymouth_MBA1A_20190716_20190916,UK,Plymouth,MBA1A,50.3673,-4.1554,2,2019-07-16,2019-09-16,Motile,DMSO,500,ARMS_Plymouth_MBA1A_20190716_20190916_MF500,2019_MBA_ARMS1A_MF500_DMSO,ERR4018669,ERR4018471,ERR4018660,ERR4018473,ERR4018651,ERR4018472
ARMS_Plymouth_MBA1A_20190716_20190916,UK,Plymouth,MBA1A,50.3673,-4.1554,2,2019-07-16,2019-09-16,Sessile,DMSO,40,ARMS_Plymouth_MBA1A_20190716_20190916_SF40,2019_MBA_ARMS1A_SF_DMSO,ERR4018671,ERR4018471,ERR4018662,ERR4018473,ERR4018653,ERR4018472
ARMS_Plymouth_MBA1B_20190716_20190918,UK,Plymouth,MBA1B,50.3668,-4.1561,2,2019-07-16,2019-09-18,Motile,DMSO,100,ARMS_Plymouth_MBA1B_20190716_20190918_MF100,2019_MBA_ARMS1B_MF100_DMSO,ERR4018673,ERR4018471,ERR4018664,ERR4018473,ERR4018655,ERR4018472
ARMS_Plymouth_MBA1B_20190716_20190918,UK,Plymouth,MBA1B,50.3668,-4.1561,2,2019-07-16,2019-09-18,Motile,DMSO,500,ARMS_Plymouth_MBA1B_20190716_20190918_MF500,2019_MBA_ARMS1B_MF500_DMSO,ERR4018672,ERR4018471,ERR4018663,ERR4018473,ERR4018654,ERR4018472
ARMS_Plymouth_MBA1B_20190716_20190918,UK,Plymouth,MBA1B,50.3668,-4.1561,2,2019-07-16,2019-09-18,Sessile,DMSO,40,ARMS_Plymouth_MBA1B_20190716_20190918_SF40,2019_MBA_ARMS1B_SF_DMSO,ERR4018674,ERR4018471,ERR4018665,ERR4018473,ERR4018656,ERR4018472
ARMS_Plymouth_MBA1C_20190716_20190920,UK,Plymouth,MBA1C,50.3674,-4.1544,2,2019-07-16,2019-09-20,Motile,DMSO,100,ARMS_Plymouth_MBA1C_20190716_20190920_MF100,2019_MBA_ARMS1C_MF100_DMSO,ERR4018676,ERR4018471,ERR4018667,ERR4018473,ERR4018658,ERR4018472
ARMS_Plymouth_MBA1C_20190716_20190920,UK,Plymouth,MBA1C,50.3674,-4.1544,2,2019-07-16,2019-09-20,Motile,DMSO,500,ARMS_Plymouth_MBA1C_20190716_20190920_MF500,2019_MBA_ARMS1C_MF500_DMSO,ERR4018675,ERR4018471,ERR4018666,ERR4018473,ERR4018657,ERR4018472
ARMS_Plymouth_MBA1C_20190716_20190920,UK,Plymouth,MBA1C,50.3674,-4.1544,2,2019-07-16,2019-09-20,Sessile,DMSO,40,ARMS_Plymouth_MBA1C_20190716_20190920_SF40,2019_MBA_ARMS1C_SF_DMSO,ERR4018677,ERR4018471,ERR4018668,ERR4018473,ERR4018659,ERR4018472
ARMS_Plymouth_MBA2_20180701_20181001,UK,Plymouth,MBA2,50.350134,-4.159167,10,2018-07-01,2018-10-01,Motile,DMSO,100,ARMS_Plymouth_MBA2_20180701_20181001_MF100_DMSO,MBA_ARMS2-MF100-DMSO,failed,failed,ERR4018647,ERR4018475,ERR4605220,ERR4605902
ARMS_Plymouth_MBA2_20180701_20181001,UK,Plymouth,MBA2,50.350134,-4.159167,10,2018-07-01,2018-10-01,Motile,EtOH,100,ARMS_Plymouth_MBA2_20180701_20181001_MF100_ETOH,MBA_ARMS2-MF100-ETOH,failed,failed,ERR4018648,ERR4018475,ERR4605221,ERR4605902
ARMS_Plymouth_MBA2_20180701_20181001,UK,Plymouth,MBA2,50.350134,-4.159167,10,2018-07-01,2018-10-01,Motile,EtOH,500,ARMS_Plymouth_MBA2_20180701_20181001_MF500_ETOH,MBA_ARMS2-MF500-ETOH,ERR4018650,ERR4018737,ERR4018649,ERR4018475,ERR4605222,ERR4605902
ARMS_Plymouth_MBA2_20180701_20181001,UK,Plymouth,MBA2,50.350134,-4.159167,10,2018-07-01,2018-10-01,Sessile,DMSO,40,ARMS_Plymouth_MBA2_20180701_20181001_SF40_DMSO,MBA_ARMS2-SF-DMSO,ERR7125597,ERR7125582,"N/A (As discussed/decided, ITS sequencing has stopped)","N/A (As discussed/decided, ITS sequencing has stopped)",ERR7125589,ERR7125581
ARMS_Plymouth_MBA2_20180701_20181001,UK,Plymouth,MBA2,50.350134,-4.159167,10,2018-07-01,2018-10-01,Sessile,EtOH,40,ARMS_Plymouth_MBA2_20180701_20181001_SF40_ETOH,MBA_ARMS2-SF-ETOH,ERR7125598,ERR7125582,"N/A (As discussed/decided, ITS sequencing has stopped)","N/A (As discussed/decided, ITS sequencing has stopped)",ERR7125590,ERR7125581
ARMS_Roscoff_BasBloS1_20180711_20181025,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2018-07-11,2018-10-25,Motile,DMSO,100,ARMS_Roscoff_BasBloS1_20180711_20181025_MF100_DMSO,BasBlo_2018-MF100-DMSO_1,ERR7125631,ERR7125582,no longer provided,no longer provided,ERR7125618,ERR7125581
ARMS_Roscoff_BasBloS1_20180711_20181025,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2018-07-11,2018-10-25,Motile,DMSO,500,ARMS_Roscoff_BasBloS1_20180711_20181025_MF500_DMSO,BasBlo_2018-MF500-DMSO_1,ERR7125632,ERR7125582,no longer provided,no longer provided,ERR7125619,ERR7125581
ARMS_Roscoff_BasBloS1_20180711_20181025,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2018-07-11,2018-10-25,Sessile,DMSO,40,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO,BasBlo_2018-SF-DMSO_1,ERR4018616,ERR3460471,ERR4018614,ERR4018475,ERR4605227,ERR4605902
ARMS_Roscoff_BasBloS1_20180711_20181025,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2018-07-11,2018-10-25,Sessile,DMSO,40,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO,BasBlo_2018-SF-DMSO_2,ERR7125633,ERR7125582,no longer provided,no longer provided,ERR7125620,ERR7125581
ARMS_Roscoff_BasBloS1_20180711_20181025,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2018-07-11,2018-10-25,Sessile,EtOH,40,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH,BasBlo_2018-SF-ETOH_1,ERR4018615,ERR3460471,ERR4018613,ERR4018475,ERR4605226,ERR4605902
ARMS_Roscoff_BasBloS1_20180711_20181025,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2018-07-11,2018-10-25,Sessile,EtOH,40,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH,BasBlo_2018-SF-ETOH_2,ERR7125634,ERR7125582,no longer provided,no longer provided,ERR7125621,ERR7125581
ARMS_Roscoff_BasBloS1_20190612_20200527,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2019-06-12,2020-05-27,Motile,DMSO,100,ARMS_Roscoff_BasBloS1_20190612_20200527_MF100,ARMS_BasBlo_S1_190612-200527_MF100,ERR7125635,ERR7125582,no longer provided,no longer provided,ERR7125622,ERR7125581
ARMS_Roscoff_BasBloS1_20190612_20200527,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2019-06-12,2020-05-27,Motile,DMSO,500,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500,ARMS_BasBlo_S1_190612-200527_MF500,ERR7125636,ERR7125582,no longer provided,no longer provided,ERR7125623,ERR7125581
ARMS_Roscoff_BasBloS1_20190612_20200527,France,Roscoff,BasBloS1,48.72872,-3.95894,12,2019-06-12,2020-05-27,Sessile,DMSO,40,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40,ARMS_BasBlo_S1_190612-200527_SF40,ERR7125601,ERR7125534,ERR7125602,ERR7125535,ERR7125600,ERR7125533
ARMS_Roscoff_BasBloS2_20190612_20200528,France,Roscoff,BasBloS2,48.72872,-3.95894,12,2019-06-12,2020-05-28,Motile,DMSO,100,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100,ARMS_BasBlo_S2_190612-200528_MF100,ERR7125604,ERR7125534,ERR7125605,ERR7125535,ERR7125603,ERR7125533
ARMS_Roscoff_BasBloS2_20190612_20200528,France,Roscoff,BasBloS2,48.72872,-3.95894,12,2019-06-12,2020-05-28,Motile,DMSO,500,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500,ARMS_BasBlo_S2_190612-200528_MF500,ERR7125607,ERR7125534,ERR7125608,ERR7125535,ERR7125606,ERR7125533
ARMS_Roscoff_BasBloS2_20190612_20200528,France,Roscoff,BasBloS2,48.72872,-3.95894,12,2019-06-12,2020-05-28,Sessile,DMSO,40,ARMS_Roscoff_BasBloS2_20190612_20200528_SF40,ARMS_BasBlo_S2_190612-200528_SF40,ERR7125637,ERR7125582,no longer provided,no longer provided,ERR7125624,ERR7125581
ARMS_Roscoff_BasBloS3_20190612_20200529,France,Roscoff,BasBloS3,48.72872,-3.95894,12,2019-06-12,2020-05-29,Motile,DMSO,100,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100,ARMS_BasBlo_S3_190612-200529_MF100,ERR7125610,ERR7125534,ERR7125611,ERR7125535,ERR7125609,ERR7125533
ARMS_Roscoff_BasBloS3_20190612_20200529,France,Roscoff,BasBloS3,48.72872,-3.95894,12,2019-06-12,2020-05-29,Motile,DMSO,500,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500,ARMS_BasBlo_S3_190612-200529_MF500,ERR7125613,ERR7125534,ERR7125614,ERR7125535,ERR7125612,ERR7125533
ARMS_Roscoff_BasBloS3_20190612_20200529,France,Roscoff,BasBloS3,48.72872,-3.95894,12,2019-06-12,2020-05-29,Sessile,DMSO,40,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40,ARMS_BasBlo_S3_190612-200529_SF40,ERR7125616,ERR7125534,ERR7125617,ERR7125535,ERR7125615,ERR7125533
ARMS_Roscoff_MarBloR1_20180709_20181024,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2018-07-09,2018-10-24,Motile,DMSO,100,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO,MarBlo_2018-MF100-DMSO_1,ERR7125638,ERR7125582,no longer provided,no longer provided,ERR7125625,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2018-07-09,2018-10-24,Motile,EtOH,100,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH,MarBlo_2018-MF100-ETOH_1,ERR7125639,ERR7125582,no longer provided,no longer provided,ERR7125626,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2018-07-09,2018-10-24,Motile,DMSO,500,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO,MarBlo_2018-MF500-DMSO_1,ERR7125640,ERR7125582,no longer provided,no longer provided,ERR7125627,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2018-07-09,2018-10-24,Motile,EtOH,500,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH,MarBlo_2018-MF500-ETOH_1,ERR7125641,ERR7125582,no longer provided,no longer provided,ERR7125628,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2018-07-09,2018-10-24,Sessile,DMSO,40,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO,Marblo_2018-SF-DMSO,ERR7125643,ERR7125582,no longer provided,no longer provided,ERR7125629,ERR7125581
ARMS_Roscoff_MarBloR1_20180709_20181024,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2018-07-09,2018-10-24,Sessile,EtOH,40,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH,Marblo_2018-SF-ETOH_1,ERR7125643,ERR7125582,no longer provided,no longer provided,ERR7125630,ERR7125581
ARMS_Roscoff_MarBloR1_20190612_20190916,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2019-06-12,2019-09-16,Motile,DMSO,100,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100,2019_MBlo_R1_MF100_DMSO,ERR4018635,ERR4018471,ERR4018626,ERR4018473,ERR4018617,ERR4018472
ARMS_Roscoff_MarBloR1_20190612_20190916,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2019-06-12,2019-09-16,Motile,DMSO,500,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500,2019_MBlo_R1_MF500_DMSO,ERR4018636,ERR4018471,ERR4018627,ERR4018473,ERR4018618,ERR4018472
ARMS_Roscoff_MarBloR1_20190612_20190916,France,Roscoff,MarBloR1,48.71751,-3.96649,1,2019-06-12,2019-09-16,Sessile,DMSO,40,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40,2019_MBlo_R1_SF40_DMSO,ERR4018637,ERR4018471,ERR4018628,ERR4018473,ERR4018619,ERR4018472
ARMS_Roscoff_MarBloR2_20190612_20190917,France,Roscoff,MarBloR2,48.71751,-3.96649,1,2019-06-12,2019-09-17,Motile,DMSO,100,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100,2019_MBlo_R2_MF100_DMSO,ERR4018638,ERR4018471,ERR4018629,ERR4018473,ERR4018620,ERR4018472
ARMS_Roscoff_MarBloR2_20190612_20190917,France,Roscoff,MarBloR2,48.71751,-3.96649,1,2019-06-12,2019-09-17,Motile,DMSO,500,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500,2019_MBlo_R2_MF500_DMSO,ERR4018639,ERR4018471,ERR4018630,ERR4018473,ERR4018621,ERR4018472
ARMS_Roscoff_MarBloR2_20190612_20190917,France,Roscoff,MarBloR2,48.71751,-3.96649,1,2019-06-12,2019-09-17,Sessile,DMSO,40,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40,2019_MBlo_R2_SF40_DMSO,ERR4018640,ERR4018471,ERR4018631,ERR4018473,ERR4018622,ERR4018472
ARMS_Roscoff_MarBloR3_20190612_20190918,France,Roscoff,MarBloR3,48.71751,-3.96649,1,2019-06-12,2019-09-18,Motile,DMSO,100,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100,2019_MBlo_R3_MF100_DMSO,ERR4018641,ERR4018471,ERR4018632,ERR4018473,ERR4018623,ERR4018472
ARMS_Roscoff_MarBloR3_20190612_20190918,France,Roscoff,MarBloR3,48.71751,-3.96649,1,2019-06-12,2019-09-18,Motile,DMSO,500,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500,2019_MBlo_R3_MF500_DMSO,ERR4018642,ERR4018471,ERR4018633,ERR4018473,ERR4018624,ERR4018472
ARMS_Roscoff_MarBloR3_20190612_20190918,France,Roscoff,MarBloR3,48.71751,-3.96649,1,2019-06-12,2019-09-18,Sessile,DMSO,40,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40,2019_MBlo_R3_SF40_DMSO,ERR4018643,ERR4018471,ERR4018634,ERR4018473,ERR4018625,ERR4018472
ARMS_Svalbard_S1_20180706_20190806,Norway,Svalbard,S1,78.21302778,15.23361111,14,2018-07-06,2019-08-06,Motile,EtOH,100,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,2019-Svalbard-S1-MF100-EtOH,ERR7127659,ERR7125582,no longer provided,no longer provided,ERR7127653,ERR7125581
ARMS_Svalbard_S1_20180706_20190806,Norway,Svalbard,S1,78.21302778,15.23361111,14,2018-07-06,2019-08-06,Motile,EtOH,500,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH,2019-Svalbard-S1-MF500-EtOH,ERR7127636,ERR7125534,ERR7127637,ERR7125535,ERR7127635,ERR7125533
ARMS_Svalbard_S1_20180706_20190806,Norway,Svalbard,S1,78.21302778,15.23361111,14,2018-07-06,2019-08-06,Sessile,EtOH,40,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH,2019-Svalbard-S1-SF-EtOH,ERR7127639,ERR7125534,ERR7127640,ERR7125535,ERR7127638,ERR7125533
ARMS_Svalbard_S1_20190806_20200804,Norway,Svalbard,S1,78.21302778,15.23361111,14,2019-08-06,2020-08-04,Motile,DMSO,100,ARMS_Svalbard_S1_20190806_20200804_MF100,ARMS_Svalbard_S1_190806-200804_SF100,ERR7127642,ERR7125534,ERR7127643,ERR7125535,ERR7127641,ERR7125533
