Station,Country,ARMS_unit,Latitude,Longitude,Depth,Date_start,Date_end,Event_ID,Event_Description,IUCN_Habitat_type,Material Samples,Observations,Sequences,Associated Data,Created,Updated
Rothera,Antarctica,HangarCove2,-67.56416666,-68.12496670,13,2019-07-08,2021-01,ARMS_Rothera_HangarCove2_20190708_00000000,"Deployed in Hangar Cove. Sediment seabed. Fine glacial till, close to the edge of rocky rip-rap supporting the runway which is built on large boulders. Predominantly sediment community. Reference: Vause BJ, Morley SA, Fonseca V, Ja?d?ewska A, Ashton G, Barnes DKA, Giebner H, Clark MS, Peck LS (2019) Spatial and temporal dynamics of Antarctic shallow soft-bottom benthic communities: Ecological drivers under climate change. BMC Ecology. 19: 27.",9.3 - Subtidal Loose Rock/Pebble/Gravel,0,0,0,0,2019-11-11,2020-04-27
Rothera,Antarctica,HangarCove1,-67.56416670,-68.12496670,13,2019-07-08,2021-01,ARMS_Rothera_HangarCove1_20190708_00000000,"Deployed in Hangar Cove. Sediment seabed. Fine glacial till, close to the edge of rocky rip-rap supporting the runway which is built on large boulders. Predominantly sediment community. Reference: Vause BJ, Morley SA, Fonseca V, Ja?d?ewska A, Ashton G, Barnes DKA, Giebner H, Clark MS, Peck LS (2019) Spatial and temporal dynamics of Antarctic shallow soft-bottom benthic communities: Ecological drivers under climate change. BMC Ecology. 19: 27.",9.3 - Subtidal Loose Rock/Pebble/Gravel,0,0,0,5,2019-11-11,2020-04-27
Rothera,Antarctica,HangarCove3,-67.56416666,-68.12496670,13,2019-07-08,2021-01,ARMS_Rothera_HangarCove3_20190708_00000000,"Deployed in Hangar Cove. Sediment seabed. Fine glacial till, close to the edge of rocky rip-rap supporting the runway which is built on large boulders. Predominantly sediment community. Reference: Vause BJ, Morley SA, Fonseca V, Ja?d?ewska A, Ashton G, Barnes DKA, Giebner H, Clark MS, Peck LS (2019) Spatial and temporal dynamics of Antarctic shallow soft-bottom benthic communities: Ecological drivers under climate change. BMC Ecology. 19: 27.",9.3 - Subtidal Loose Rock/Pebble/Gravel,0,0,0,0,2019-11-11,2020-04-27
Rothera,Antarctica,SouthCove1,-67.57500000,-68.13466667,21,2019-08-29,2022-02-21,ARMS_Rothera_SouthCove1_20190829_20220221,"Deployed in South Cove. : Rocky substratum. Steep slope with 30-50% gradient. Predominantly hard rock community in this area of South Cove, which is close to Cheshire site. Reference: Souster T A (2017) Marine biodiversity of Antarctic hard rock communities: Species biomass and energy use. PhD Thesis. The Open University.",9.2 - Subtidal Rock and Rocky Reefs,0,0,0,17,2019-11-11,2023-02-17
Rothera,Antarctica,Cheshire1,-67.57383333,-68.12523333,20,2019-12-10,2022-02-21,ARMS_Rothera_Cheshire1_20191210_20220221,Deployed at Cheshire. Rocky substratum. Steep slope with 30-50% gradient. Predominantly hard rock community. Reference: Souster T A (2017) Marine biodiversity of Antarctic hard rock communities: Species biomass and energy use. PhD Thesis. The Open University.,9.2 - Subtidal Rock and Rocky Reefs,0,0,0,18,2019-11-11,2023-02-17
