Station,Country,ARMS_unit,Latitude,Longitude,Depth_min,Depth_max,Date_start,Date_end,Event_ID,Material Samples,Observations,Sequences,Associated Data,Created,Updated
GulfOfPiran,Slovenia,LukaKP,45.56485600,13.74358600,3,3,2023-02-15,2023-07-17,ARMS_GulfOfPiran_LukaKP_20230215_20230717,0,0,0,0,2024-05-03,2024-05-03
GulfOfPiran,Slovenia,LukaKP,45.56485600,13.74358600,3,3,2023-07-17,2023-11-13,ARMS_GulfOfPiran_LukaKP_20230717_20231113,0,0,0,0,2024-05-03,2024-05-03
GulfOfPiran,Slovenia,BojaVida,45.54875000,13.55070000,22,22,2021-07-28,2022-08-16,ARMS_GulfOfPiran_BojaVida_20210728_20220816,0,0,0,0,2022-03-04,2023-01-31
GulfOfPiran,Slovenia,BojaVida,45.54875000,13.55070000,22,22,2020-06-11,2021-07-28,ARMS_GulfOfPiran_BojaVida_20200611_20210728,0,0,0,0,2021-03-22,2023-11-13
GulfOfPiran,Slovenia,BojaVida,45.54875000,13.55070000,22,22,2019-07-11,2020-06-11,ARMS_GulfOfPiran_BojaVida_20190711_20200611,0,0,0,0,2020-03-23,2023-11-13
GulfOfPiran,Slovenia,BojaVida,45.54875000,13.55070000,22,22,2019-07-11,2020-01-31,ARMS_GulfOfPiran_BojaVida_20190711_20200131,0,0,0,145,2020-03-23,2023-11-13
Nuuk,Greenland,Nuuk1,64.14050000,-51.39060000,15,15,2021-10-05,2023-08-15,ARMS_Nuuk_Nuuk1_20211005_20230815,0,0,0,30,2019-11-25,2024-04-08
Daneborg,Greenland,Daneborg1,74.33040000,-20.34040000,15,15,2021-07-22,2023-08-15,ARMS_Daneborg_Daneborg1_20210722_20230815,0,0,0,29,2019-11-25,2023-10-13
Getxo,Spain,G2,43.33850000,-3.01491000,5,10,2019-06-24,2019-10-16,ARMS_Getxo_G2_20190624_20191016,0,0,0,121,2019-11-11,2023-10-26
Getxo,Spain,G2,43.33850000,-3.01491000,5,10,2020-06-24,2020-11-03,ARMS_Getxo_G2_20200624_20201103,0,0,0,231,2020-09-16,2023-10-26
Getxo,Spain,G2,43.33850000,-3.01491000,5,10,2021-07-29,2021-11-24,ARMS_Getxo_G2_20210729_20211124,0,0,0,0,2024-07-19,2024-07-19
Getxo,Spain,G1,43.33845200,-3.01483300,5,10,2019-06-24,2019-10-16,ARMS_Getxo_G1_20190624_20191016,0,0,0,134,2019-11-11,2023-10-26
Getxo,Spain,G1,43.33845200,-3.01483300,5,10,2020-06-24,2020-11-03,ARMS_Getxo_G1_20200624_20201103,0,0,0,236,2020-09-16,2023-10-26
Getxo,Spain,G1,43.33845200,-3.01483300,5,10,2021-07-29,2021-11-24,ARMS_Getxo_G1_20210729_20211124,0,0,0,0,2024-07-19,2024-07-19
Getxo,Spain,G3,43.33843000,-3.01483000,5,10,2020-06-24,2020-11-03,ARMS_Getxo_G3_20200624_20201103,0,0,0,255,2020-09-16,2023-10-26
Getxo,Spain,G3,43.33843000,-3.01483000,5,10,2019-06-24,2019-10-16,ARMS_Getxo_G3_20190624_20191016,0,0,0,222,2019-11-11,2023-10-26
Gdynia,Poland,GDY1,54.48522000,18.57111000,4,4,2018-08-13,2019-10-29,ARMS_Gdynia_GDY1_20180813_20191029,0,0,0,118,2019-11-11,2021-12-09
Gdynia,Poland,GDY1,54.48522000,18.57111000,4,4,2019-06-19,2019-10-29,ARMS_Gdynia_GDY1_20190619_20191029,0,0,0,154,2019-12-05,2022-07-06
Gdynia,Poland,GDY1,54.48522000,18.57111000,4,4,2021-04-27,2022-10,ARMS_Gdynia_GDY1_20210427_00000000,0,0,0,0,2022-07-06,2022-07-06
Gdynia,Poland,GDY1,54.48522000,18.57111000,4,4,2020-06-10,2021-12-22,ARMS_Gdynia_GDY1_20200610_20211222,0,0,0,18,2020-11-06,2024-10-03
Crete,Greece,2UBPC,35.34662000,25.27876000,21,21,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211,0,0,0,164,2019-11-11,2022-01-10
Crete,Greece,2UBPC,35.34662000,25.27876000,21,21,2023-09-28,2024-09,ARMS_Crete_2UBPC_20230928_00000000,0,0,0,0,2023-09-28,2023-09-28
Crete,Greece,2UBPC,35.34662000,25.27876000,21,21,2023-09-28,2024-09,ARMS_Crete_2UBPC_20230928_00000000,0,0,0,0,2023-09-28,2023-09-28
Crete,Greece,2UBPC,35.34662000,25.27876000,21,21,2022-09-01,2023-09-21,ARMS_Crete_2UBPC_20220901_20230921,0,0,0,202,2022-09-01,2023-09-22
Crete,Greece,2UBPC,35.34662000,25.27876000,21,21,2022-09-01,2023-09-21,ARMS_Crete_2UBPC_20220901_20230921,0,0,0,178,2021-12-03,2023-09-22
Crete,Greece,2UBPC,35.34662000,25.27876000,21,21,2022-09-01,2023-09-21,ARMS_Crete_2UBPC_20220901_20230921,0,0,0,191,2022-09-01,2023-09-22
Crete,Greece,2UBPC,35.34662000,25.27876000,21,21,2020-11-20,2022-09-01,ARMS_Crete_2UBPC_20201120_20220901,0,0,0,273,2020-12-16,2023-09-26
Crete,Greece,2UBPC,35.34662000,25.27876000,21,21,2023-09-28,2024-09,ARMS_Crete_2UBPC_20230928_00000000,0,0,0,0,2023-09-28,2023-10-12
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2019-06-12,2019-10-11,ARMS_Crete_1HERP_20190612_20191011,0,0,0,156,2019-11-11,2021-11-23
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2019-06-12,2020-06-18,ARMS_Crete_1HERP_20190612_20200618,0,0,0,175,2019-11-14,2022-01-10
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2020-09-03,2021-01-22,ARMS_Crete_1HERP_20200903_20210122,0,0,0,163,2020-12-16,2022-01-10
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2020-09-03,2021-10-12,ARMS_Crete_1HERP_20200903_20211012,0,0,0,171,2020-12-16,2022-01-10
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2018-09-28,2019-01-28,ARMS_Crete_1HERP_20180928_20190128,0,0,0,140,2019-11-11,2021-11-23
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2019-06-12,2020-02-10,ARMS_Crete_1HERP_20190612_20200210,0,0,0,157,2019-11-14,2021-11-23
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2022-11-17,2023-11-21,ARMS_Crete_1HERP_20221117_20231121,0,0,0,216,2022-11-17,2023-11-22
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2022-11-17,2023-11-21,ARMS_Crete_1HERP_20221117_20231121,0,0,0,194,2022-11-17,2023-11-22
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2022-11-17,2023-11-21,ARMS_Crete_1HERP_20221117_20231121,0,0,0,188,2022-11-17,2023-11-22
Crete,Greece,1HERP,35.34315300,25.13660500,4,4,2020-09-03,2021-06-26,ARMS_Crete_1HERP_20200903_20210626,0,0,0,177,2020-12-16,2024-10-03
Galway,Ireland,Gurr3,53.31544300,-9.67156400,7.2,7.2,2020-07-23,2021-07-08,ARMS_Galway_Gurr3_20200723_20210708,0,0,0,21,2020-05-13,2021-08-18
Galway,Ireland,Gurr3,53.31544300,-9.67156400,7.2,7.2,2021-07-20,2022-09-07,ARMS_Galway_Gurr3_20210720_20220907,0,0,0,20,2022-10-04,2023-01-09
Galway,Ireland,Gurr2,53.31567500,-9.66854100,6.2,6.2,2020-07-21,2021-07-07,ARMS_Galway_Gurr2_20200721_20210707,0,0,0,21,2020-05-13,2021-08-18
Galway,Ireland,Gurr2,53.31567500,-9.66854100,6.2,6.2,2021-07-20,2022-09-07,ARMS_Galway_Gurr2_20210720_20220907,0,0,0,20,2022-10-04,2023-01-09
Galway,Ireland,Gurr1,53.31569300,-9.67027800,6.6,6.6,2020-07-21,2021-07-08,ARMS_Galway_Gurr1_20200721_20210708,0,0,0,21,2020-05-13,2021-08-18
Galway,Ireland,Gurr1,53.31569300,-9.67027800,6.6,6.6,2021-07-20,2022-09-06,ARMS_Galway_Gurr1_20210720_20220906,0,0,0,20,2022-10-04,2023-01-09
Laeso,Denmark,Laeso3,57.25692000,11.14199000,10,10,2019-08-19,2020-08-11,ARMS_Laeso_Laeso3_20190819_20200811,0,0,0,21,2019-11-11,2020-09-02
Laeso,Denmark,Laeso3,57.25692000,11.14199000,10,10,2020-08-11,2021-08-15,ARMS_Laeso_Laeso3_20200811_20210815,0,0,0,0,2020-09-01,2023-02-03
Laeso,Denmark,Laeso1,57.25689000,11.14193000,10,10,2019-08-19,2020-08-11,ARMS_Laeso_Laeso1_20190819_20200811,0,0,0,27,2019-11-11,2020-09-18
Laeso,Denmark,Laeso1,57.25689000,11.14193000,10,10,2020-08-11,2021-08-15,ARMS_Laeso_Laeso1_20200811_20210815,0,0,0,0,2020-09-01,2023-02-03
Laeso,Denmark,Laeso1,57.25689000,11.14193000,10,10,2021-08-19,2022-08-15,ARMS_Laeso_Laeso1_20210819_20220815,0,0,0,0,2024-07-19,2024-07-19
Laeso,Denmark,Laeso2,57.25692000,11.14197000,10,10,2019-08-19,2020-08-11,ARMS_Laeso_Laeso2_20190819_20200811,0,0,0,21,2020-04-29,2020-09-02
Laeso,Denmark,Laeso2,57.25692000,11.14197000,10,10,2020-08-11,2021-08-15,ARMS_Laeso_Laeso2_20200811_20210815,0,0,0,0,2020-09-01,2023-02-03
Laeso,Denmark,Laeso2,57.25692000,11.14197000,10,10,2021-08-19,2022-08-15,ARMS_Laeso_Laeso2_20210819_20220815,0,0,0,0,2024-07-19,2024-07-19
Limfjord,Denmark,Green33,56.90155000,9.05516667,4,4,2019-06-18,2019-10-29,ARMS_Limfjord_Green33_20190618_20191029,3,0,376,28,2019-11-11,2023-11-13
Limfjord,Denmark,Green33,56.90155000,9.05516667,4,4,2019-10-29,2020-11-10,ARMS_Limfjord_Green33_20191029_20201110,0,0,0,24,2019-11-11,2023-11-13
Limfjord,Denmark,Green33,56.90155000,9.05516667,4,4,2020-11-10,2021-11-15,ARMS_Limfjord_Green33_20201110_20211115,0,0,0,0,2020-12-16,2023-11-13
Limfjord,Denmark,Red2,56.89985000,9.05663333,4,4,2019-06-18,2019-10-29,ARMS_Limfjord_Red2_20190618_20191029,3,0,224,56,2019-11-11,2023-11-13
Limfjord,Denmark,Red2,56.89985000,9.05663333,4,4,2019-10-29,2020-11-10,ARMS_Limfjord_Red2_20191029_20201110,0,0,0,21,2019-11-11,2023-11-13
Limfjord,Denmark,Red2,56.89985000,9.05663333,4,4,2020-11-10,2021-11-15,ARMS_Limfjord_Red2_20201110_20211115,0,0,0,0,2020-12-16,2023-11-13
Limfjord,Denmark,Yellow8,56.90131667,9.05733333,3.5,3.5,2020-11-10,2021-11-15,ARMS_Limfjord_Yellow8_20201110_20211115,0,0,0,0,2020-12-16,2023-11-13
Limfjord,Denmark,Yellow8,56.90131667,9.05733333,3.5,3.5,2019-06-18,2019-10-29,ARMS_Limfjord_Yellow8_20190618_20191029,3,0,677,99,2019-11-11,2023-11-13
Bodo,Norway,GStraB,67.24035000,14.71173300,2,2,2019-06-21,2020-12-07,ARMS_Bodo_GStraB_20190621_20201207,3,0,0,21,2020-12-18,2023-08-28
Bodo,Norway,GStraB,67.24035000,14.71173300,2,2,2021-06-17,2022-11-17,ARMS_Bodo_GStraB_20210617_20221117,0,0,0,0,2019-11-14,2024-09-11
Bodo,Norway,GStraM,67.24021700,14.71153300,2,2,2019-06-21,2020-12-07,ARMS_Bodo_GStraM_20190621_20201207,3,0,0,21,2020-12-18,2023-08-28
Bodo,Norway,GStraM,67.24021700,14.71153300,2,2,2021-06-17,2022-11-17,ARMS_Bodo_GStraM_20210617_20221117,0,0,0,0,2019-11-14,2024-09-11
SWC,Sweden,Gbg4,57.68080500,11.72833100,5,5,2020-02-06,2020-05-29,ARMS_SWC_Gbg4_20200206_20200529,3,0,413,18,2020-02-06,2021-12-10
SWC,Sweden,Bjorko1,57.71798400,11.67998900,1.5,1.5,2020-01-31,2020-05-18,ARMS_SWC_Bjorko1_20200131_20200518,3,0,295,36,2020-01-31,2021-12-10
SWC,Sweden,Hjuvik1,57.70322100,11.71136300,2,2,2020-01-31,2020-05-18,ARMS_SWC_Hjuvik1_20200131_20200518,3,0,496,28,2020-01-31,2021-12-10
SWC,Sweden,Gbg1,57.66480500,11.71473500,5,5,2020-02-06,2020-05-20,ARMS_SWC_Gbg1_20200206_20200520,3,0,649,44,2020-02-06,2021-12-10
SWC,Sweden,Gbg2,57.66460800,11.73287600,5,5,2020-02-06,2020-05-20,ARMS_SWC_Gbg2_20200206_20200520,3,0,327,24,2020-02-06,2021-12-10
SWC,Sweden,Gbg3,57.68053300,11.74057800,5,5,2020-02-06,2020-05-29,ARMS_SWC_Gbg3_20200206_20200529,3,0,698,21,2020-02-06,2021-12-10
SWC,Sweden,Varberg1,57.11337410,12.22998320,2,2,2020-02-13,2020-06-03,ARMS_SWC_Varberg1_20200213_20200603,3,0,413,23,2020-02-19,2021-12-10
SWC,Sweden,Varberg2,57.11262780,12.23027320,2,2,2020-02-13,2020-06-03,ARMS_SWC_Varberg2_20200213_20200603,3,0,573,21,2020-02-19,2021-12-10
SWC,Sweden,Varberg3,57.11070040,12.24397750,2,2,2020-02-13,2020-06-03,ARMS_SWC_Varberg3_20200213_20200603,3,0,642,26,2020-02-19,2021-12-10
SWC,Sweden,Marstrand2,57.90351200,11.58154800,4,6,2020-02-28,2020-05-27,ARMS_SWC_Marstrand2_20200228_20200527,3,0,614,21,2020-03-03,2021-12-10
SWC,Sweden,Marstrand3,57.88927800,11.58572200,1,2,2020-02-28,2020-05-27,ARMS_SWC_Marstrand3_20200228_20200527,3,0,651,19,2020-03-03,2021-12-10
SWC,Sweden,Helsingborg1,56.02627200,12.69572800,2,2,2020-03-05,2020-06-04,ARMS_SWC_Helsingborg1_20200305_20200604,3,0,474,23,2020-03-05,2021-12-10
SWC,Sweden,Helsingborg2,56.01806100,12.70054100,2,2,2020-03-05,2020-06-04,ARMS_SWC_Helsingborg2_20200305_20200604,3,0,594,23,2020-03-05,2021-12-10
SWC,Sweden,Marstrand1,57.91443400,11.59415400,4,6,2020-02-28,2020-05-27,ARMS_SWC_Marstrand1_20200228_20200527,3,0,491,18,2020-03-03,2021-12-10
SWC,Sweden,Preemraff2,58.35405000,11.43394000,3,3,2020-04-01,2020-07-15,ARMS_SWC_Preemraff2_20200401_20200715,3,0,703,21,2020-04-27,2022-09-29
SWC,Sweden,Preemraff1,58.35330000,11.43486000,3,3,2020-04-01,2020-07-15,ARMS_SWC_Preemraff1_20200401_20200715,3,0,350,19,2020-04-27,2021-12-10
RavMarina,Italy,RavM2,44.49242600,12.28762300,1.5,1.5,2021-04-22,2021-07-22,ARMS_RavMarina_RavM2_20210422_20210722,0,0,0,21,2021-04-22,2024-02-12
RavMarina,Italy,RavM2,44.49242600,12.28762300,1.5,1.5,2022-04-28,2022-07-25,ARMS_RavMarina_RavM2_20220428_20220725,0,0,0,20,2023-06-26,2024-02-12
RavMarina,Italy,RavM2,44.49242600,12.28762300,1.5,1.5,2023-04-26,2023-07-26,ARMS_RavMarina_RavM2_20230426_20230726,0,0,0,20,2023-08-03,2024-02-12
RavMarina,Italy,RavM2,44.49242600,12.28762300,1.5,1.5,2024-04-24,2024-07-30,ARMS_RavMarina_RavM2_20240424_20240730,0,0,0,17,2024-10-12,2024-10-12
RavMarina,Italy,RavM1,44.49242600,12.28762300,1.5,1.5,2022-04-28,2022-07-25,ARMS_RavMarina_RavM1_20220428_20220725,0,0,0,20,2023-06-26,2024-02-12
RavMarina,Italy,RavM1,44.49242600,12.28762300,1.5,1.5,2021-04-22,2021-07-22,ARMS_RavMarina_RavM1_20210422_20210722,0,0,0,22,2021-04-22,2024-02-12
RavMarina,Italy,RavM1,44.49242600,12.28762300,1.5,1.5,2023-04-26,2023-07-26,ARMS_RavMarina_RavM1_20230426_20230726,0,0,0,20,2023-08-03,2024-02-12
RavMarina,Italy,RavM1,44.49242600,12.28762300,1.5,1.5,2024-04-24,2024-07-30,ARMS_RavMarina_RavM1_20240424_20240730,0,0,0,17,2024-10-12,2024-10-12
RavMarina,Italy,RavM3,44.49242600,12.28762300,1.5,1.5,2022-04-28,2022-07-25,ARMS_RavMarina_RavM3_20220428_20220725,0,0,0,20,2023-06-26,2024-02-12
RavMarina,Italy,RavM3,44.49242600,12.28762300,1.5,1.5,2023-04-26,2023-07-26,ARMS_RavMarina_RavM3_20230426_20230726,0,0,0,20,2023-08-03,2024-02-12
RavMarina,Italy,RavM3,44.49242600,12.28762300,1.5,1.5,2021-04-22,2021-07-22,ARMS_RavMarina_RavM3_20210422_20210722,0,0,0,21,2021-04-22,2024-02-12
RavMarina,Italy,RavM3,44.49242600,12.28762300,1.5,1.5,2024-04-24,2024-07-30,ARMS_RavMarina_RavM3_20240424_20240730,0,0,0,17,2024-10-12,2024-10-12
RavHarbour,Italy,RavH1,44.42148800,12.20949700,1.5,1.5,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH1_20210422_20210722,0,0,0,23,2021-04-22,2024-02-12
RavHarbour,Italy,RavH1,44.42148800,12.20949700,1.5,1.5,2022-04-28,2022-07-25,ARMS_RavHarbour_RavH1_20220428_20220725,0,0,0,21,2023-06-27,2024-02-12
RavHarbour,Italy,RavH1,44.42148800,12.20949700,1.5,1.5,2023-04-26,2023-07-26,ARMS_RavHarbour_RavH1_20230426_20230726,0,0,0,21,2023-08-03,2024-02-12
RavHarbour,Italy,RavH1,44.42148800,12.20949700,1.5,1.5,2024-04-24,2024-07-30,ARMS_RavHarbour_RavH1_20240424_20240730,0,0,0,17,2024-10-12,2024-10-12
RavHarbour,Italy,RavH2,44.42148800,12.20949700,1.5,1.5,2023-04-26,2023-07-26,ARMS_RavHarbour_RavH2_20230426_20230726,0,0,0,21,2023-08-03,2024-02-12
RavHarbour,Italy,RavH2,44.42148800,12.20949700,1.5,1.5,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH2_20210422_20210722,0,0,0,23,2021-04-22,2024-02-12
RavHarbour,Italy,RavH2,44.42148800,12.20949700,1.5,1.5,2022-04-28,2022-07-25,ARMS_RavHarbour_RavH2_20220428_20220725,0,0,0,21,2023-06-27,2024-02-12
RavHarbour,Italy,RavH2,44.42148800,12.20949700,1.5,1.5,2024-04-24,2024-07-30,ARMS_RavHarbour_RavH2_20240424_20240730,0,0,0,17,2024-10-12,2024-10-12
RavHarbour,Italy,RavH3,44.42148800,12.20949700,1.5,1.5,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH3_20210422_20210722,0,0,0,21,2021-04-22,2024-02-12
RavHarbour,Italy,RavH3,44.42148800,12.20949700,1.5,1.5,2023-04-26,2023-07-26,ARMS_RavHarbour_RavH3_20230426_20230726,0,0,0,21,2023-08-03,2024-02-12
RavHarbour,Italy,RavH3,44.42148800,12.20949700,1.5,1.5,2022-04-28,2022-07-25,ARMS_RavHarbour_RavH3_20220428_20220725,0,0,0,21,2023-06-27,2024-02-12
RavHarbour,Italy,RavH3,44.42148800,12.20949700,1.5,1.5,2024-04-24,2024-07-30,ARMS_RavHarbour_RavH3_20240424_20240730,0,0,0,17,2024-10-12,2024-10-12
AdriaticEastCoast,Italy,Ven3,45.31666700,12.50000000,16,16,2022-07-13,2023-07-19,ARMS_AdriaticEastCoast_Ven3_20220713_20230719,0,0,0,21,2023-07-24,2024-02-12
AdriaticEastCoast,Italy,Ven3,45.31666700,12.50000000,16,16,2021-06-23,2022-07-13,ARMS_AdriaticEastCoast_Ven3_20210623_20220713,0,0,0,23,2021-06-28,2024-10-03
AdriaticEastCoast,Italy,Ven3,45.31666700,12.50000000,16,16,2023-07-19,2024-07-16,ARMS_AdriaticEastCoast_Ven3_20230719_20240716,0,0,0,17,2024-10-12,2024-10-12
AdriaticEastCoast,Italy,Ven2,45.31666700,12.50000000,16,16,2022-07-13,2023-07-19,ARMS_AdriaticEastCoast_Ven2_20220713_20230719,0,0,0,21,2023-07-24,2024-02-12
AdriaticEastCoast,Italy,Ven2,45.31666700,12.50000000,16,16,2021-06-23,2022-07-13,ARMS_AdriaticEastCoast_Ven2_20210623_20220713,0,0,0,23,2021-06-28,2024-10-03
AdriaticEastCoast,Italy,Ven2,45.31666700,12.50000000,16,16,2023-07-19,2024-07-16,ARMS_AdriaticEastCoast_Ven2_20230719_20240716,0,0,0,17,2024-10-12,2024-10-12
AdriaticEastCoast,Italy,Ven1,45.31666700,12.50000000,16,16,2022-07-13,2023-07-19,ARMS_AdriaticEastCoast_Ven1_20220713_20230719,0,0,0,21,2023-07-24,2024-02-12
AdriaticEastCoast,Italy,Ven1,45.31666700,12.50000000,16,16,2021-06-23,2022-07-13,ARMS_AdriaticEastCoast_Ven1_20210623_20220713,0,0,0,23,2023-06-26,2024-10-03
AdriaticEastCoast,Italy,Ven1,45.31666700,12.50000000,16,16,2023-07-19,2024-07-16,ARMS_AdriaticEastCoast_Ven1_20230719_20240716,0,0,0,17,2024-10-12,2024-10-12
KosterSeafarm,Sweden,NSF1,58.85996700,11.06831700,10.4,10.4,2023-02-14T09:28:00Z,2023-05-22T13:15:00Z,ARMS_KosterSeafarm_NSF1_00000000_00000000,0,0,0,19,2023-09-04,2024-03-01
KosterSeafarm,Sweden,NSF2,58.85985000,11.06871700,10.7,10.7,2023-02-14T09:39:00Z,2023-08-23T10:59:00Z,ARMS_KosterSeafarm_NSF2_00000000_00000000,0,0,0,92,2023-09-04,2024-03-01
KosterSeafarm,Sweden,NSF3,58.85970000,11.06901700,10.3,10.3,2023-02-14T09:43:00Z,2023-11-21T13:44:00Z,ARMS_KosterSeafarm_NSF3_00000000_00000000,0,0,0,128,2024-03-01,2024-03-01
KosterSeafarm,Sweden,NSF4,58.85881700,11.06878300,10.5,10.5,2023-02-14T09:54:00Z,2023-05-22T13:31:00Z,ARMS_KosterSeafarm_NSF4_00000000_00000000,0,0,0,19,2023-09-04,2024-03-01
KosterSeafarm,Sweden,NSF5,58.85853300,11.06840000,11.1,11.1,2023-02-14T09:51:00Z,2023-08-23T11:17:00Z,ARMS_KosterSeafarm_NSF5_00000000_00000000,0,0,0,92,2023-09-04,2024-03-01
KosterSeafarm,Sweden,NSF6,58.85843300,11.06825000,11.1,11.1,2023-02-14T10:01:00Z,2023-11-21T14:09:00Z,ARMS_KosterSeafarm_NSF6_00000000_00000000,0,0,0,128,2024-03-01,2024-03-01
KosterSeafarm,Sweden,NSF7,58.85866700,11.06593300,12.8,12.8,2023-02-14T10:09:00Z,2023-05-22T13:47:00Z,ARMS_KosterSeafarm_NSF7_00000000_00000000,0,0,0,1,2023-09-04,2024-03-01
KosterSeafarm,Sweden,NSF8,58.85910000,11.06656700,8.6,8.6,2023-02-14T10:24:00Z,2023-08-23T11:38:00Z,ARMS_KosterSeafarm_NSF8_00000000_00000000,0,0,0,92,2023-09-05,2024-03-01
KosterSeafarm,Sweden,NSF9,58.85891700,11.06635000,10.9,10.9,2023-02-14T10:12:00Z,2023-11-21T14:39:00Z,ARMS_KosterSeafarm_NSF9_00000000_00000000,0,0,0,128,2024-03-01,2024-03-01
DiskoIsland,Greenland,DiskoIsland1,69.25708300,-53.56625000,10,10,2023-08-26,,ARMS_DiskoIsland_DiskoIsland1_20230826_00000000,0,0,0,0,2024-02-23,2024-02-23
DiskoIsland,Greenland,DiskoIsland2,69.25783300,-53.56588300,10,10,2023-08-26,,ARMS_DiskoIsland_DiskoIsland2_20230826_00000000,0,0,0,0,2024-02-23,2024-02-23
DiskoIsland,Greenland,DiskoIsland3,69.25886700,-53.57630000,10,10,2023-08-26,,ARMS_DiskoIsland_DiskoIsland3_20230826_00000000,0,0,0,0,2024-02-23,2024-02-23
Cadiz,Spain,FP2,36.54323333,-6.31990000,7,9,2024-02-21,2024-07-17,ARMS_Cadiz_FP2_20240221_20240717,0,0,0,172,2024-06-17,2024-12-10
Cadiz,Spain,GT1,36.10330000,-5.42895000,8,10,2024-02-21,2024-07-10,ARMS_Cadiz_GT1_20240221_20240710,0,0,0,172,2024-06-17,2024-12-10
Cadiz,Spain,GT2,36.10336667,-5.42883333,8,10,2024-02-21,2024-07-10,ARMS_Cadiz_GT2_20240221_20240710,0,0,0,173,2024-06-17,2024-12-10
Cadiz,Spain,FP1,36.54323333,-6.31990000,7,9,2024-02-21,2024-07-17,ARMS_Cadiz_FP1_20240221_20240717,0,0,0,171,2024-06-17,2024-12-10
Cadiz,Spain,FP3,36.54323333,-6.31990000,7,9,2024-02-21,2024-07-17,ARMS_Cadiz_FP3_20240221_20240717,0,0,0,172,2024-06-17,2024-12-10
Cadiz,Spain,GT3,36.10336667,-5.42871667,10,8,2024-02-21,2024-07-10,ARMS_Cadiz_GT3_20240221_20240710,0,0,0,173,2024-06-17,2024-12-11
Cadiz,Spain,ST1,36.00153333,-5.60743333,11,6,2024-04-25,2024-07-26,ARMS_Cadiz_ST1_20240425_20240726,0,0,0,172,2024-06-17,2024-12-11
Cadiz,Spain,ST3,36.01533333,-5.60743333,6,11,2024-04-25,2024-07-26,ARMS_Cadiz_ST3_20240425_20240726,0,0,0,172,2024-06-17,2024-12-11
Cadiz,Spain,ST2,36.01533333,-5.60743333,6,11,2024-04-25,2024-07-26,ARMS_Cadiz_ST2_20240425_20240726,0,0,0,172,2024-06-17,2024-12-11
Cadiz,Spain,PT2,36.00861000,-5.60387000,3,6,2024-07-01,2024-10-01,ARMS_Cadiz_PT2_20240701_20241001,0,0,0,172,2024-12-11,2024-12-11
Cadiz,Spain,PT1,36.00851000,-5.60387000,3,6,2024-07-01,2024-10-01,ARMS_Cadiz_PT1_20240701_20241001,0,0,0,173,2024-12-11,2024-12-11
Cadiz,Spain,PT3,36.00856000,-5.60392000,3,6,2024-07-01,2024-10-01,ARMS_Cadiz_PT3_20240701_20241001,0,0,0,172,2024-12-11,2024-12-11
