Material_Sample_ID,Parent_Event_ID,Description,Created_At,Updated_At,Sequences,Associated data
ARMS_Bodo_GStraB_20190621-20201207_SF500,ARMS_Bodo_GStraB_20190621_20201207,: Sessile fraction/500 µm (SF500),2021-06-25,2023-03-31,0,21
ARMS_Bodo_GStraB_20190621-20201207_SF100,ARMS_Bodo_GStraB_20190621_20201207,Sessile fraction/100 µm (SF100),2021-06-25,2023-03-31,0,21
ARMS_Bodo_GStraB_20190621-20201207_SF50_A,ARMS_Bodo_GStraB_20190621_20201207,Sessile fraction/50 µm (SF50); NOTE: 40 µm was not possible,2021-06-25,2023-03-31,0,21
ARMS_Bodo_GStraM_190621-201207_SF100,ARMS_Bodo_GStraM_20190621_20201207,,2021-06-25,2021-06-28,0,21
ARMS_Bodo_GStraM_190621-201207_SF50_A,ARMS_Bodo_GStraM_20190621_20201207,Sessile fraction/50 µm (SF50); NOTE: 40µm was not possible,2021-06-25,2021-06-28,0,21
ARMS_Bodo_GStraM_190621-201207_SF500,ARMS_Bodo_GStraM_20190621_20201207,Sessile fraction/500 µm (SF500),2021-06-25,2021-06-28,0,21
